Domain id = 2
Class id = 4
User id = 5

<x>,<y>,<z>,<t>
-0.001962,0.025495,0.251055,6.000000
-0.001970,0.025320,0.251087,39.000000
-0.001935,0.025155,0.251105,70.000000
-0.001938,0.025042,0.251113,101.000000
-0.001779,0.025040,0.251111,135.000000
-0.001579,0.025012,0.251092,166.000000
-0.001526,0.024888,0.251058,198.000000
-0.001749,0.025298,0.250993,231.000000
-0.002371,0.024904,0.250930,261.000000
-0.003996,0.024632,0.250870,294.000000
-0.006183,0.024152,0.250814,326.000000
-0.008089,0.022421,0.250766,357.000000
-0.010272,0.020553,0.250725,406.000000
-0.011688,0.017155,0.250691,437.000000
-0.013476,0.014298,0.250662,470.000000
-0.014804,0.011144,0.250637,502.000000
-0.015507,0.007541,0.250615,534.000000
-0.016253,0.003854,0.250596,565.000000
-0.016414,-0.000343,0.250580,597.000000
-0.016382,-0.004438,0.250565,628.000000
-0.016119,-0.007535,0.250552,661.000000
-0.014418,-0.012213,0.250543,693.000000
-0.012708,-0.013969,0.250534,724.000000
-0.009476,-0.015549,0.250527,756.000000
-0.006017,-0.016555,0.250518,805.000000
-0.002506,-0.016668,0.250497,837.000000
0.001440,-0.016261,0.250413,869.000000
0.005096,-0.013107,0.250169,901.000000
0.008887,-0.009031,0.249821,932.000000
0.012095,-0.001771,0.249383,966.000000
0.014879,0.005859,0.248949,996.000000
0.017399,0.015051,0.248515,1030.000000
0.019564,0.022722,0.248143,1061.000000
0.021201,0.030395,0.247880,1093.000000
0.022335,0.037621,0.247694,1126.000000
0.022951,0.045298,0.247569,1157.000000
0.023022,0.052012,0.247519,1205.000000
0.023267,0.056619,0.247604,1237.000000
0.023284,0.062517,0.247929,1269.000000
0.023401,0.065573,0.248725,1301.000000
0.023379,0.069184,0.249657,1332.000000
0.023249,0.070252,0.250743,1364.000000
0.023081,0.071743,0.251657,1397.000000
0.022756,0.071743,0.252667,1429.000000
0.022174,0.070087,0.253885,1461.000000
0.021586,0.068527,0.254911,1493.000000
0.020925,0.065471,0.255653,1525.000000
0.020606,0.059152,0.256164,1573.000000
0.020403,0.053824,0.256493,1605.000000
0.020145,0.046970,0.256714,1637.000000
0.019906,0.039716,0.256804,1669.000000
0.019879,0.032094,0.256804,1701.000000
0.019958,0.022636,0.256725,1733.000000
0.020272,0.014659,0.256507,1765.000000
0.021507,0.009230,0.256032,1797.000000
0.023229,0.002979,0.255320,1830.000000
0.025358,-0.002336,0.254481,1861.000000
0.028343,-0.007356,0.253723,1893.000000
0.030501,-0.010656,0.252951,1925.000000
0.033210,-0.013990,0.252243,1973.000000
0.035201,-0.015872,0.251514,2007.000000
0.037769,-0.018232,0.250860,2037.000000
0.039277,-0.019043,0.250157,2069.000000
0.040530,-0.019425,0.249397,2101.000000
0.041891,-0.020111,0.248765,2132.000000
0.042268,-0.020037,0.248032,2165.000000
0.042407,-0.019744,0.247297,2196.000000
0.042357,-0.019654,0.246690,2229.000000
0.042179,-0.019557,0.246221,2261.000000
0.041759,-0.019564,0.245876,2293.000000
0.041252,-0.019313,0.245573,2325.000000
0.040979,-0.019313,0.245337,2375.000000
0.040857,-0.019279,0.245137,2405.000000
0.040685,-0.019245,0.244964,2437.000000
0.040689,-0.019331,0.244818,2469.000000
0.040571,-0.019289,0.244676,2502.000000
0.040429,-0.019233,0.244537,2533.000000
0.040317,-0.019289,0.244419,2564.000000
0.040216,-0.019405,0.244317,2597.000000
