Domain id = 2
Class id = 3
User id = 9

<x>,<y>,<z>,<t>
0.033550,0.060153,0.215319,27.000000
0.033628,0.060158,0.215408,57.000000
0.033624,0.060184,0.215488,88.000000
0.033704,0.060215,0.215557,120.000000
0.033681,0.060251,0.215615,155.000000
0.033605,0.060337,0.215666,184.000000
0.033469,0.060275,0.215714,218.000000
0.033090,0.060599,0.215756,248.000000
0.032176,0.061595,0.215790,282.000000
0.030672,0.063465,0.215820,313.000000
0.027973,0.064615,0.215845,346.000000
0.024428,0.066172,0.215872,393.000000
0.019227,0.067691,0.215915,424.000000
0.013338,0.068922,0.216024,456.000000
0.007103,0.069795,0.216271,488.000000
0.001075,0.070294,0.216820,519.000000
-0.005100,0.070450,0.217823,553.000000
-0.011749,0.070483,0.219234,584.000000
-0.018382,0.069809,0.220997,616.000000
-0.025146,0.068479,0.222798,648.000000
-0.030391,0.065189,0.224587,680.000000
-0.035902,0.060754,0.226255,713.000000
-0.040039,0.055215,0.227830,744.000000
-0.043295,0.047300,0.229413,793.000000
-0.046000,0.039867,0.230735,825.000000
-0.046930,0.028812,0.231976,856.000000
-0.047004,0.017568,0.233172,893.000000
-0.046472,0.007825,0.234340,922.000000
-0.043379,-0.002885,0.235466,953.000000
-0.039607,-0.010403,0.236449,983.000000
-0.032919,-0.019593,0.237413,1016.000000
-0.026909,-0.024189,0.238130,1047.000000
-0.018219,-0.029951,0.238744,1083.000000
-0.010499,-0.031942,0.239153,1112.000000
-0.001741,-0.033282,0.239425,1144.000000
0.007182,-0.033932,0.239609,1193.000000
0.015416,-0.034316,0.239728,1225.000000
0.024136,-0.034404,0.239801,1258.000000
0.031440,-0.034589,0.239853,1289.000000
0.038288,-0.032305,0.239861,1320.000000
0.044147,-0.032216,0.239865,1353.000000
0.049540,-0.030832,0.239869,1385.000000
0.051608,-0.026194,0.239869,1417.000000
