Domain id = 2
Class id = 9
User id = 9

<x>,<y>,<z>,<t>
0.027337,0.049742,0.192925,7.000000
0.027419,0.049357,0.193250,40.000000
0.027468,0.049167,0.193510,74.000000
0.027461,0.048773,0.193720,104.000000
0.027425,0.048424,0.193892,139.000000
0.027394,0.047623,0.194042,184.000000
0.027100,0.046221,0.194181,216.000000
0.026926,0.043894,0.194312,248.000000
0.026393,0.040092,0.194447,280.000000
0.025972,0.034582,0.194591,312.000000
0.025612,0.026403,0.194744,345.000000
0.025547,0.016763,0.194891,377.000000
0.025499,0.009104,0.195010,409.000000
0.025508,0.003791,0.195101,443.000000
0.025557,-0.011261,0.195169,473.000000
0.025947,-0.018204,0.195198,507.000000
0.026646,-0.024556,0.195184,540.000000
0.027386,-0.031604,0.194956,587.000000
0.028522,-0.035644,0.193991,618.000000
0.028942,-0.047652,0.192535,651.000000
0.030448,-0.050623,0.190900,681.000000
0.032204,-0.054128,0.189281,715.000000
0.036401,-0.055160,0.187619,745.000000
0.039680,-0.056124,0.185981,776.000000
0.043545,-0.058518,0.184520,808.000000
0.047192,-0.059335,0.183169,840.000000
0.052031,-0.059298,0.181907,872.000000
0.054906,-0.058993,0.180846,904.000000
0.055768,-0.058944,0.180025,936.000000
0.059468,-0.054379,0.179330,984.000000
0.059412,-0.055266,0.178860,1016.000000
0.060265,-0.053547,0.178512,1051.000000
0.060874,-0.051824,0.178257,1080.000000
0.060357,-0.052770,0.178074,1113.000000
0.059832,-0.053087,0.177939,1144.000000
