Domain id = 2
Class id = 10
User id = 7

<x>,<y>,<z>,<t>
-0.034196,0.034416,0.348291,21.000000
-0.034337,0.034113,0.348186,54.000000
-0.034379,0.035715,0.348085,102.000000
-0.034387,0.037478,0.347987,135.000000
-0.034380,0.037653,0.347887,166.000000
-0.034369,0.037201,0.347765,199.000000
-0.034165,0.038554,0.347641,231.000000
-0.033761,0.039253,0.347533,263.000000
-0.032988,0.040614,0.347442,294.000000
-0.032006,0.040659,0.347363,327.000000
-0.030694,0.042305,0.347289,359.000000
-0.029313,0.044333,0.347230,392.000000
-0.026847,0.046344,0.347180,423.000000
-0.023664,0.048189,0.347139,456.000000
-0.021458,0.050556,0.347101,502.000000
-0.018954,0.053970,0.347068,534.000000
-0.015907,0.055960,0.347041,567.000000
-0.012044,0.059555,0.347025,598.000000
-0.009282,0.062122,0.347013,630.000000
-0.006601,0.062794,0.347002,662.000000
-0.004139,0.067553,0.347002,692.000000
-0.001571,0.069778,0.347003,727.000000
0.000560,0.074756,0.347004,757.000000
0.003672,0.076038,0.347059,789.000000
0.005665,0.077839,0.347152,823.000000
0.008025,0.078415,0.347289,854.000000
0.010221,0.079152,0.347443,902.000000
0.011301,0.081695,0.347688,934.000000
0.012200,0.081640,0.347895,965.000000
0.012689,0.081777,0.348070,998.000000
0.012738,0.081866,0.348223,1029.000000
0.012706,0.080445,0.348339,1062.000000
0.012684,0.080083,0.348432,1095.000000
0.012233,0.076393,0.348505,1128.000000
0.011863,0.073728,0.348564,1157.000000
0.011212,0.070599,0.348601,1190.000000
0.010558,0.063940,0.348583,1222.000000
0.010384,0.061178,0.348520,1270.000000
0.009797,0.053569,0.348205,1300.000000
0.009429,0.050617,0.347587,1334.000000
0.009181,0.043552,0.346608,1368.000000
0.009046,0.034111,0.345339,1399.000000
0.008655,0.030770,0.343910,1431.000000
0.008388,0.027467,0.342602,1461.000000
0.008226,0.022085,0.341233,1496.000000
0.008128,0.016115,0.339757,1527.000000
0.008067,0.007672,0.338222,1559.000000
0.008083,0.002144,0.336665,1591.000000
0.008238,-0.008197,0.335010,1622.000000
0.008588,-0.009807,0.333584,1672.000000
0.009076,-0.013627,0.332005,1701.000000
0.009810,-0.018145,0.330653,1735.000000
0.010686,-0.022668,0.329145,1769.000000
0.011337,-0.029519,0.327766,1801.000000
0.011651,-0.033134,0.326314,1830.000000
0.011950,-0.043071,0.325120,1862.000000
0.012013,-0.045021,0.323892,1896.000000
0.012103,-0.047474,0.322719,1928.000000
0.012101,-0.050308,0.321649,1959.000000
0.012110,-0.056397,0.320682,1992.000000
0.012059,-0.058730,0.319840,2024.000000
0.011765,-0.062223,0.319005,2072.000000
0.011071,-0.065464,0.318082,2103.000000
0.009304,-0.072211,0.317206,2135.000000
0.007141,-0.077351,0.316455,2168.000000
0.003508,-0.082181,0.315762,2200.000000
-0.000376,-0.087839,0.315184,2231.000000
-0.004508,-0.089254,0.314585,2263.000000
-0.009761,-0.092506,0.314112,2296.000000
-0.014963,-0.094261,0.313754,2328.000000
-0.018895,-0.097460,0.313511,2358.000000
-0.023502,-0.096574,0.313337,2388.000000
-0.027523,-0.093951,0.313218,2422.000000
-0.030546,-0.094498,0.313166,2471.000000
-0.032900,-0.089642,0.313146,2505.000000
-0.035222,-0.084981,0.313220,2534.000000
-0.036321,-0.080893,0.313356,2566.000000
-0.036211,-0.076468,0.313708,2600.000000
-0.033972,-0.069816,0.314147,2631.000000
-0.029580,-0.063543,0.314769,2664.000000
-0.024112,-0.060548,0.315469,2694.000000
-0.016912,-0.050228,0.316142,2726.000000
-0.008410,-0.042054,0.316941,2758.000000
-0.000799,-0.037279,0.317898,2792.000000
0.007967,-0.026401,0.319072,2822.000000
0.015596,-0.024585,0.320539,2870.000000
0.024412,-0.011423,0.322531,2901.000000
0.030992,-0.009960,0.324929,2935.000000
0.038430,-0.006006,0.327367,2966.000000
0.044558,0.004512,0.330221,3000.000000
0.049239,0.006056,0.333040,3030.000000
0.053185,0.009162,0.335904,3065.000000
0.056298,0.012379,0.338583,3093.000000
