Domain id = 2
Class id = 1
User id = 3

<x>,<y>,<z>,<t>
0.032525,0.056280,0.203930,11.000000
0.033268,0.056158,0.204130,45.000000
0.033952,0.056025,0.204310,73.000000
0.034477,0.055783,0.204473,106.000000
0.034773,0.055555,0.204622,159.000000
0.034779,0.055508,0.204751,188.000000
0.034337,0.055530,0.204867,218.000000
0.032647,0.055777,0.204981,253.000000
0.029888,0.056294,0.205101,282.000000
0.025932,0.056595,0.205264,314.000000
0.020832,0.057340,0.205453,349.000000
0.015039,0.057625,0.205691,378.000000
0.008964,0.057907,0.205970,410.000000
0.002930,0.057961,0.206282,442.000000
-0.003089,0.057940,0.206611,474.000000
-0.009108,0.057389,0.206943,523.000000
-0.014925,0.056011,0.207244,555.000000
-0.020311,0.053564,0.207516,586.000000
-0.025377,0.049702,0.207750,619.000000
-0.029487,0.044543,0.207943,651.000000
-0.032765,0.039503,0.208093,683.000000
-0.035729,0.034027,0.208206,715.000000
-0.038276,0.028725,0.208281,747.000000
-0.040246,0.023546,0.208289,779.000000
-0.041984,0.017683,0.208190,811.000000
-0.043072,0.010667,0.207749,842.000000
-0.043544,0.001765,0.206990,875.000000
-0.043700,-0.004548,0.205918,924.000000
-0.043608,-0.011700,0.204689,956.000000
-0.042795,-0.018840,0.203499,987.000000
-0.041160,-0.023924,0.202164,1018.000000
-0.038144,-0.027053,0.200043,1050.000000
-0.034966,-0.026854,0.196342,1082.000000
-0.029300,-0.035762,0.194677,1114.000000
-0.023503,-0.035859,0.192593,1147.000000
-0.017857,-0.036396,0.190533,1181.000000
-0.011414,-0.037373,0.188933,1211.000000
-0.004258,-0.038608,0.187783,1244.000000
0.002245,-0.038169,0.186819,1275.000000
0.008608,-0.037594,0.186199,1322.000000
0.015068,-0.035200,0.185778,1355.000000
0.021105,-0.031265,0.185481,1387.000000
0.026391,-0.024257,0.185256,1420.000000
0.031019,-0.021577,0.185094,1452.000000
0.034445,-0.017385,0.184975,1484.000000
0.037579,-0.013344,0.184895,1516.000000
0.040984,-0.007753,0.184858,1547.000000
0.043087,-0.000741,0.184854,1579.000000
0.044962,0.007091,0.184872,1611.000000
0.046788,0.016153,0.184938,1642.000000
0.048089,0.021757,0.185189,1675.000000
0.048988,0.028975,0.185591,1722.000000
0.049560,0.036438,0.186065,1754.000000
0.050121,0.046879,0.186441,1787.000000
0.050588,0.049215,0.186994,1818.000000
0.051066,0.051342,0.187861,1850.000000
0.051391,0.055198,0.188933,1883.000000
0.051650,0.057679,0.190183,1915.000000
0.051711,0.060335,0.191474,1945.000000
0.051694,0.062001,0.192814,1979.000000
0.051542,0.063268,0.194124,2009.000000
0.051224,0.064349,0.195377,2042.000000
0.050779,0.064892,0.196516,2074.000000
0.049913,0.065100,0.197570,2122.000000
0.049173,0.065059,0.198615,2154.000000
0.048605,0.064510,0.199478,2186.000000
0.048217,0.062908,0.200215,2218.000000
0.047941,0.059452,0.200832,2250.000000
0.047938,0.055736,0.201335,2282.000000
0.047932,0.050348,0.201741,2314.000000
0.048093,0.044619,0.202034,2346.000000
0.048648,0.037140,0.202252,2378.000000
0.049459,0.030460,0.202410,2410.000000
0.050561,0.022533,0.202528,2443.000000
0.052417,0.016766,0.202610,2491.000000
0.054248,0.009839,0.202661,2523.000000
0.056149,0.004880,0.202673,2555.000000
0.058138,-0.000888,0.202670,2587.000000
0.060453,-0.002929,0.202554,2619.000000
0.062875,-0.007711,0.202358,2651.000000
0.065227,-0.010703,0.202074,2683.000000
0.067975,-0.012751,0.201718,2715.000000
0.070990,-0.014173,0.201297,2747.000000
0.073196,-0.014854,0.200843,2780.000000
0.075997,-0.015360,0.200381,2811.000000
0.078863,-0.015376,0.199886,2843.000000
0.081549,-0.015373,0.199398,2893.000000
0.083595,-0.015521,0.198993,2923.000000
0.085688,-0.015369,0.198642,2954.000000
0.087628,-0.012877,0.198243,2989.000000
0.089232,-0.012882,0.197939,3018.000000
0.090688,-0.012883,0.197701,3050.000000
0.091865,-0.012797,0.197521,3085.000000
0.092651,-0.012762,0.197384,3114.000000
0.093180,-0.012666,0.197279,3146.000000
0.093313,-0.012454,0.197195,3180.000000
0.093365,-0.012470,0.197129,3210.000000
0.093365,-0.012569,0.197075,3242.000000
0.093313,-0.012600,0.197031,3292.000000
0.093069,-0.012650,0.196995,3322.000000
0.092724,-0.013891,0.196967,3354.000000
0.092085,-0.014642,0.196950,3388.000000
0.091700,-0.014796,0.196936,3418.000000
0.090902,-0.016139,0.196928,3451.000000
0.090172,-0.016966,0.196925,3485.000000
