Domain id = 2
Class id = 5
User id = 5

<x>,<y>,<z>,<t>
-0.010942,0.005410,0.268485,5.000000
-0.010660,0.005628,0.268512,40.000000
-0.010396,0.005591,0.268536,73.000000
-0.009927,0.005582,0.268556,104.000000
-0.009678,0.005579,0.268573,133.000000
-0.008934,0.005478,0.268588,168.000000
-0.007992,0.005384,0.268599,214.000000
-0.006526,0.005348,0.268606,245.000000
-0.003970,0.005463,0.268607,278.000000
-0.000609,0.005951,0.268601,311.000000
0.003263,0.006622,0.268565,341.000000
0.008088,0.007352,0.268480,377.000000
0.013643,0.007692,0.268319,407.000000
0.018402,0.008290,0.268014,440.000000
0.023453,0.011115,0.267274,470.000000
0.028400,0.012507,0.266430,502.000000
0.032855,0.014415,0.265635,537.000000
0.036730,0.018285,0.264762,566.000000
0.039949,0.021821,0.263886,614.000000
0.041864,0.025108,0.263153,648.000000
0.043756,0.028321,0.262535,677.000000
0.045238,0.032103,0.261982,710.000000
0.045632,0.034851,0.261566,741.000000
0.045658,0.038259,0.261252,775.000000
0.044588,0.041412,0.261025,806.000000
0.040290,0.042754,0.260861,840.000000
0.034836,0.043809,0.260741,870.000000
0.028602,0.044255,0.260651,902.000000
0.021514,0.044955,0.260582,936.000000
0.015979,0.045173,0.260529,965.000000
0.010733,0.045493,0.260488,1014.000000
0.005724,0.045193,0.260463,1045.000000
0.001216,0.044716,0.260446,1078.000000
-0.003633,0.042407,0.260442,1109.000000
-0.007415,0.039466,0.260443,1141.000000
-0.011342,0.035248,0.260456,1174.000000
-0.014339,0.030992,0.260496,1205.000000
-0.017528,0.027692,0.260596,1238.000000
-0.019264,0.022926,0.260699,1269.000000
-0.020669,0.018101,0.260820,1301.000000
-0.021276,0.012907,0.260952,1333.000000
-0.021510,0.008031,0.261088,1366.000000
-0.021562,0.003710,0.261216,1415.000000
-0.021215,-0.002063,0.261366,1448.000000
-0.020144,-0.005413,0.261508,1477.000000
-0.017702,-0.009375,0.261650,1509.000000
-0.015062,-0.011965,0.261774,1543.000000
-0.011720,-0.014227,0.261874,1575.000000
-0.008082,-0.016361,0.261957,1606.000000
-0.004729,-0.017284,0.262022,1637.000000
-0.000667,-0.018516,0.262075,1669.000000
0.003766,-0.019080,0.262111,1703.000000
0.007735,-0.019859,0.262134,1733.000000
0.011781,-0.020030,0.262142,1782.000000
0.015899,-0.020174,0.262142,1816.000000
0.020021,-0.020278,0.262130,1845.000000
0.023820,-0.020270,0.262103,1878.000000
0.027332,-0.020176,0.262060,1910.000000
0.030780,-0.019489,0.261990,1941.000000
0.035256,-0.019114,0.261918,1976.000000
0.037920,-0.018565,0.261841,2006.000000
0.040137,-0.018250,0.261756,2038.000000
0.042104,-0.017998,0.261670,2070.000000
0.043385,-0.017876,0.261588,2105.000000
0.044186,-0.017658,0.261498,2134.000000
0.044565,-0.017615,0.261411,2180.000000
0.044574,-0.017369,0.261317,2216.000000
0.044541,-0.017176,0.261223,2245.000000
0.044289,-0.017296,0.261146,2277.000000
0.043867,-0.017260,0.261076,2312.000000
0.043492,-0.017326,0.261018,2341.000000
0.043245,-0.017542,0.260970,2374.000000
0.042874,-0.017469,0.260923,2408.000000
0.042721,-0.017463,0.260881,2437.000000
0.042614,-0.017367,0.260838,2469.000000
0.042622,-0.017184,0.260797,2505.000000
0.042619,-0.016797,0.260751,2533.000000
