Domain id = 2
Class id = 1
User id = 2

<x>,<y>,<z>,<t>
0.068582,0.014173,0.311459,20.000000
0.065028,0.014830,0.310500,52.000000
0.059995,0.015025,0.309570,84.000000
0.054663,0.015175,0.308411,133.000000
0.049301,0.015205,0.306956,165.000000
0.043012,0.014201,0.305533,197.000000
0.036431,0.011334,0.304042,231.000000
0.030707,0.007754,0.302666,261.000000
0.025557,0.001590,0.301446,293.000000
0.022606,-0.004933,0.300461,324.000000
0.020938,-0.013761,0.299692,357.000000
0.020672,-0.022508,0.299084,389.000000
0.021325,-0.030690,0.298556,424.000000
0.024284,-0.037015,0.297995,452.000000
0.029041,-0.042219,0.297450,485.000000
0.035805,-0.044549,0.296860,534.000000
0.043189,-0.045071,0.296251,568.000000
0.050733,-0.044847,0.295709,597.000000
0.058220,-0.042329,0.295325,632.000000
0.065162,-0.037461,0.295064,661.000000
0.071467,-0.029839,0.294881,693.000000
0.075859,-0.024391,0.294774,724.000000
0.079573,-0.018181,0.294747,757.000000
0.082847,-0.009795,0.294783,789.000000
0.084139,-0.005497,0.295107,821.000000
0.085063,0.001535,0.295954,852.000000
0.085792,0.006370,0.297207,884.000000
0.085900,0.008844,0.299149,932.000000
0.085977,0.012846,0.301202,965.000000
0.085774,0.015431,0.303226,996.000000
0.084814,0.016605,0.305221,1029.000000
0.083086,0.016611,0.307300,1061.000000
0.081499,0.016349,0.309263,1092.000000
0.079379,0.013849,0.311126,1125.000000
0.078107,0.012226,0.312395,1157.000000
0.076961,0.008846,0.313277,1188.000000
0.076579,0.004884,0.313890,1221.000000
0.076533,-0.000549,0.314286,1252.000000
0.076782,-0.005526,0.314550,1284.000000
0.077743,-0.013896,0.314726,1334.000000
0.078067,-0.022736,0.314806,1364.000000
0.078879,-0.030431,0.314809,1396.000000
0.080445,-0.037697,0.314736,1431.000000
0.084429,-0.041748,0.314484,1461.000000
0.087588,-0.045113,0.314114,1492.000000
0.091942,-0.046872,0.313668,1526.000000
0.098572,-0.046878,0.313195,1556.000000
0.104100,-0.046001,0.312786,1588.000000
0.110929,-0.043166,0.312472,1622.000000
0.115433,-0.041371,0.312254,1652.000000
0.119313,-0.037978,0.312102,1684.000000
0.122854,-0.033595,0.312027,1734.000000
0.124864,-0.030429,0.312024,1764.000000
0.126486,-0.027741,0.312101,1796.000000
0.127313,-0.025313,0.312360,1831.000000
0.127541,-0.024421,0.312877,1860.000000
0.127433,-0.023967,0.313642,1893.000000
0.126582,-0.024267,0.314708,1926.000000
0.125452,-0.024516,0.315706,1957.000000
0.123468,-0.026346,0.316780,1988.000000
