Domain id = 2
Class id = 9
User id = 4

<x>,<y>,<z>,<t>
-0.008535,0.103300,0.364574,24.000000
-0.008537,0.103870,0.364574,56.000000
-0.008581,0.103926,0.364574,86.000000
-0.008540,0.103834,0.364573,120.000000
-0.008465,0.103765,0.364573,152.000000
-0.008338,0.103741,0.364573,183.000000
-0.008236,0.104181,0.364573,216.000000
-0.007852,0.104564,0.364575,249.000000
-0.006921,0.106285,0.364602,297.000000
-0.005606,0.107859,0.364742,327.000000
-0.004395,0.108785,0.365025,359.000000
-0.003389,0.109691,0.365455,390.000000
-0.002697,0.109686,0.365902,423.000000
-0.001731,0.109603,0.366244,457.000000
-0.001365,0.108456,0.366490,488.000000
-0.001049,0.097874,0.366667,517.000000
-0.000981,0.092347,0.366787,553.000000
-0.000943,0.084562,0.366793,584.000000
-0.001036,0.077696,0.365902,614.000000
-0.001901,0.063508,0.363062,647.000000
-0.002549,0.054093,0.358540,694.000000
-0.003043,0.039858,0.353861,728.000000
-0.003572,0.024605,0.348639,758.000000
-0.003801,0.013947,0.343117,793.000000
-0.004288,-0.006239,0.338857,822.000000
-0.004562,-0.018682,0.334809,856.000000
-0.004955,-0.035005,0.331968,887.000000
-0.005001,-0.048435,0.329112,920.000000
-0.004710,-0.052926,0.325701,951.000000
-0.004295,-0.063613,0.323399,983.000000
-0.003804,-0.069195,0.321666,1014.000000
-0.001597,-0.071536,0.319458,1063.000000
0.001785,-0.071645,0.317222,1097.000000
0.005893,-0.072104,0.315474,1126.000000
0.011935,-0.072078,0.314042,1160.000000
0.016047,-0.070507,0.312837,1190.000000
0.021314,-0.069336,0.312083,1223.000000
0.025708,-0.067942,0.311631,1257.000000
0.028150,-0.067141,0.311337,1286.000000
0.030339,-0.066328,0.311132,1321.000000
0.031488,-0.065156,0.310982,1351.000000
