Domain id = 2
Class id = 2
User id = 2

<x>,<y>,<z>,<t>
0.042924,0.065593,0.317234,11.000000
0.042938,0.065470,0.318606,46.000000
0.042939,0.063041,0.319643,75.000000
0.043103,0.056395,0.320361,124.000000
0.043248,0.047848,0.320798,155.000000
0.043378,0.036741,0.321011,189.000000
0.043370,0.026299,0.320964,221.000000
0.043284,0.012259,0.319640,252.000000
0.042545,-0.003379,0.316623,284.000000
0.041153,-0.018759,0.312931,316.000000
0.039542,-0.033180,0.308941,348.000000
0.037519,-0.046667,0.305726,382.000000
0.035860,-0.057337,0.302970,413.000000
0.034527,-0.064418,0.300644,447.000000
0.033148,-0.067724,0.298849,492.000000
0.031842,-0.068180,0.297211,524.000000
0.031233,-0.067119,0.295637,556.000000
0.030484,-0.060085,0.294208,591.000000
0.030038,-0.051187,0.293193,622.000000
0.029598,-0.041623,0.292580,652.000000
0.029499,-0.033863,0.292201,684.000000
0.029500,-0.027153,0.291974,716.000000
0.029779,-0.019851,0.291884,748.000000
0.030914,-0.014329,0.291923,780.000000
0.032438,-0.010820,0.292245,816.000000
0.036226,-0.006995,0.293127,845.000000
0.040067,-0.004591,0.294480,892.000000
0.045608,-0.003010,0.295986,923.000000
0.051888,-0.002246,0.297652,956.000000
0.058462,-0.001356,0.299606,987.000000
0.065582,-0.001326,0.301754,1019.000000
0.071861,-0.001653,0.303675,1051.000000
0.078816,-0.004115,0.305580,1083.000000
0.085751,-0.006032,0.307232,1118.000000
0.091219,-0.010175,0.308619,1147.000000
0.095555,-0.015168,0.309798,1179.000000
0.098755,-0.021335,0.310769,1212.000000
0.101635,-0.027859,0.311547,1243.000000
0.102455,-0.037067,0.312202,1292.000000
0.102326,-0.047140,0.312772,1326.000000
0.101302,-0.053582,0.313168,1355.000000
0.095953,-0.063185,0.313444,1387.000000
0.088982,-0.069827,0.313630,1421.000000
0.078960,-0.075763,0.313701,1451.000000
0.069076,-0.080474,0.313644,1483.000000
0.059804,-0.082317,0.313015,1515.000000
0.051533,-0.083984,0.311811,1550.000000
0.044913,-0.084569,0.310300,1579.000000
0.039411,-0.084277,0.308558,1613.000000
0.036265,-0.083431,0.306774,1643.000000
0.035221,-0.081577,0.304916,1693.000000
0.034689,-0.078503,0.303039,1726.000000
0.034305,-0.077383,0.301500,1755.000000
0.034316,-0.076161,0.300234,1787.000000
0.034635,-0.075190,0.299210,1822.000000
0.035288,-0.074679,0.298426,1851.000000
0.036125,-0.074494,0.297859,1883.000000
0.036942,-0.074676,0.297467,1917.000000
