Domain id = 2
Class id = 8
User id = 5

<x>,<y>,<z>,<t>
-0.007785,0.059716,0.263189,30.000000
-0.007773,0.059718,0.263228,62.000000
-0.007574,0.059738,0.263264,94.000000
-0.007148,0.059832,0.263296,125.000000
-0.005768,0.059911,0.263324,157.000000
-0.003292,0.060485,0.263345,190.000000
0.000296,0.061281,0.263347,221.000000
0.005018,0.062158,0.263306,269.000000
0.009622,0.063639,0.263047,301.000000
0.013855,0.065700,0.262428,333.000000
0.019602,0.067087,0.261516,365.000000
0.023965,0.069912,0.260206,397.000000
0.027551,0.073500,0.258711,429.000000
0.032220,0.074991,0.257521,461.000000
0.035247,0.077792,0.256527,493.000000
0.038062,0.079881,0.255812,525.000000
0.040517,0.082439,0.255223,556.000000
0.042424,0.084115,0.254817,588.000000
0.043577,0.085825,0.254533,620.000000
0.043984,0.087098,0.254334,668.000000
0.043978,0.088810,0.254191,701.000000
0.043532,0.090292,0.254125,732.000000
0.042529,0.091601,0.254129,765.000000
0.039633,0.093490,0.254363,797.000000
0.037185,0.094747,0.255115,829.000000
0.034808,0.095540,0.256290,861.000000
0.031593,0.095801,0.257767,893.000000
0.028678,0.096095,0.259172,925.000000
0.026223,0.096154,0.260525,957.000000
0.024219,0.095330,0.261966,990.000000
0.021457,0.095328,0.263015,1022.000000
0.020172,0.093591,0.264057,1070.000000
0.019107,0.089597,0.265014,1102.000000
0.018482,0.084071,0.265865,1135.000000
0.018037,0.078854,0.266514,1166.000000
0.017718,0.074013,0.266959,1198.000000
0.017655,0.066615,0.267260,1231.000000
0.017750,0.058671,0.267461,1262.000000
0.018253,0.049593,0.267583,1294.000000
0.018874,0.042649,0.267582,1327.000000
0.019581,0.034695,0.267436,1358.000000
0.020710,0.026864,0.267034,1391.000000
0.021704,0.018971,0.266323,1422.000000
0.021863,0.010550,0.265431,1470.000000
0.022061,0.003016,0.264542,1502.000000
0.021997,-0.003155,0.263568,1534.000000
0.021826,-0.009926,0.262644,1566.000000
0.021511,-0.015322,0.261743,1598.000000
0.021099,-0.020607,0.261018,1629.000000
0.020676,-0.026395,0.260481,1661.000000
0.019804,-0.030149,0.260042,1694.000000
0.018635,-0.033236,0.259674,1725.000000
0.017592,-0.036334,0.259355,1757.000000
0.015818,-0.039420,0.259081,1790.000000
0.014058,-0.041708,0.258838,1837.000000
0.012508,-0.044159,0.258632,1870.000000
0.010658,-0.046454,0.258473,1902.000000
0.008893,-0.048012,0.258331,1933.000000
0.007725,-0.049409,0.258193,1966.000000
0.007017,-0.051116,0.258076,1999.000000
0.006362,-0.051314,0.257932,2030.000000
0.006343,-0.051351,0.257731,2062.000000
0.006529,-0.050361,0.257431,2093.000000
0.006827,-0.047149,0.256926,2126.000000
0.007855,-0.042010,0.256292,2158.000000
0.008800,-0.035985,0.255389,2190.000000
0.010409,-0.030141,0.254516,2238.000000
0.011851,-0.023047,0.253529,2270.000000
0.013933,-0.016601,0.252741,2302.000000
0.016364,-0.010023,0.252007,2334.000000
0.018484,-0.003765,0.251438,2366.000000
0.020664,0.002417,0.251015,2399.000000
0.022777,0.007817,0.250703,2430.000000
0.024730,0.012851,0.250475,2462.000000
0.026360,0.017652,0.250301,2495.000000
0.028448,0.021837,0.250170,2526.000000
0.031137,0.022258,0.250080,2558.000000
0.034183,0.023674,0.250018,2589.000000
0.036323,0.024199,0.249978,2638.000000
0.038685,0.024091,0.249968,2671.000000
0.041215,0.022280,0.249981,2702.000000
0.043483,0.020044,0.250032,2734.000000
0.045465,0.015538,0.250163,2766.000000
0.047093,0.011971,0.250309,2798.000000
0.048985,0.007591,0.250438,2830.000000
0.050406,0.000920,0.250555,2862.000000
0.051727,-0.007113,0.250661,2894.000000
0.052700,-0.013718,0.250748,2926.000000
0.053775,-0.019964,0.250818,2958.000000
0.054530,-0.025531,0.250873,2990.000000
0.055827,-0.030361,0.250912,3037.000000
0.057271,-0.034368,0.250927,3070.000000
0.058806,-0.040382,0.250939,3102.000000
0.061052,-0.042465,0.250932,3134.000000
0.063229,-0.043851,0.250848,3165.000000
0.065793,-0.045063,0.250640,3198.000000
0.068592,-0.045763,0.250265,3229.000000
0.070992,-0.045799,0.249672,3261.000000
0.074134,-0.044563,0.248573,3293.000000
0.077353,-0.044386,0.247729,3325.000000
0.080357,-0.043718,0.246999,3358.000000
0.082606,-0.042835,0.246404,3389.000000
0.085102,-0.041668,0.245951,3438.000000
0.087025,-0.040868,0.245624,3470.000000
0.088648,-0.038755,0.245347,3502.000000
0.089221,-0.038200,0.245150,3535.000000
0.089272,-0.037919,0.245011,3566.000000
0.089272,-0.036995,0.244907,3598.000000
0.088860,-0.036502,0.244872,3629.000000
