Domain id = 2
Class id = 1
User id = 2

<x>,<y>,<z>,<t>
0.067157,0.013860,0.303330,7.000000
0.061327,0.015231,0.302253,37.000000
0.054332,0.016117,0.301071,68.000000
0.046911,0.016178,0.299730,100.000000
0.039018,0.016450,0.297792,134.000000
0.029501,0.014776,0.295835,166.000000
0.021308,0.011006,0.293895,197.000000
0.013096,0.002739,0.292320,244.000000
0.007284,-0.005189,0.291002,278.000000
0.003022,-0.014690,0.289839,311.000000
0.000955,-0.024160,0.288726,342.000000
0.000869,-0.033292,0.287733,374.000000
0.002611,-0.040513,0.286738,405.000000
0.009351,-0.045771,0.285587,437.000000
0.018662,-0.047195,0.284113,469.000000
0.027264,-0.047742,0.282873,501.000000
0.035770,-0.047630,0.281958,533.000000
0.044130,-0.044214,0.281289,566.000000
0.050471,-0.038587,0.280841,599.000000
0.056185,-0.031027,0.280531,645.000000
0.060439,-0.024678,0.280316,678.000000
0.062988,-0.018621,0.280181,709.000000
0.066263,-0.008605,0.280101,741.000000
0.067566,-0.004302,0.280101,772.000000
0.068594,0.002523,0.280316,804.000000
0.069143,0.006881,0.280915,836.000000
0.069750,0.013273,0.281749,867.000000
0.069866,0.015905,0.283071,903.000000
0.069908,0.017104,0.284782,932.000000
0.069870,0.017249,0.286532,964.000000
0.069481,0.017087,0.288299,995.000000
0.068126,0.014906,0.290091,1044.000000
0.067371,0.009435,0.291643,1076.000000
0.066124,0.001889,0.292756,1107.000000
0.065286,-0.008223,0.293447,1142.000000
0.064777,-0.020712,0.293873,1175.000000
0.064785,-0.031532,0.294152,1204.000000
0.065760,-0.040234,0.294332,1236.000000
0.068720,-0.046575,0.294439,1270.000000
0.073407,-0.050990,0.294492,1300.000000
0.078579,-0.052839,0.294499,1332.000000
0.085358,-0.053112,0.294481,1366.000000
0.090737,-0.053296,0.294454,1395.000000
0.098802,-0.050387,0.294419,1444.000000
0.104689,-0.046705,0.294391,1478.000000
0.109562,-0.042184,0.294377,1507.000000
0.112922,-0.038211,0.294384,1540.000000
0.114928,-0.034703,0.294494,1573.000000
0.115387,-0.033775,0.294928,1606.000000
0.115476,-0.033185,0.295858,1636.000000
0.115221,-0.033128,0.297093,1667.000000
