Domain id = 2
Class id = 9
User id = 8

<x>,<y>,<z>,<t>
-0.041640,0.064219,0.300756,5.000000
-0.041610,0.063937,0.300683,54.000000
-0.041830,0.063677,0.300611,87.000000
-0.041946,0.063561,0.300544,118.000000
-0.042037,0.063082,0.300484,150.000000
-0.042211,0.062888,0.300423,182.000000
-0.042435,0.062862,0.300364,214.000000
-0.042792,0.062867,0.300304,245.000000
-0.043254,0.062763,0.300245,279.000000
-0.043878,0.062399,0.300195,309.000000
-0.044501,0.061735,0.300153,343.000000
-0.045412,0.060758,0.300118,373.000000
-0.046073,0.059594,0.300094,406.000000
-0.046803,0.058169,0.300086,454.000000
-0.047474,0.055703,0.300088,486.000000
-0.047834,0.054132,0.300107,518.000000
-0.048328,0.052104,0.300159,549.000000
-0.048959,0.047608,0.300243,581.000000
-0.049802,0.043610,0.300370,616.000000
-0.050366,0.039602,0.300516,646.000000
-0.050771,0.035455,0.300662,679.000000
-0.051524,0.031460,0.300804,710.000000
-0.051949,0.026077,0.300916,742.000000
-0.052140,0.020862,0.301030,773.000000
-0.052588,0.016111,0.301152,806.000000
-0.052943,0.011511,0.301294,853.000000
-0.053071,0.003425,0.301460,887.000000
-0.053079,-0.001935,0.301668,919.000000
-0.053074,-0.009186,0.301979,951.000000
-0.052950,-0.015045,0.302314,981.000000
-0.052400,-0.020688,0.302673,1013.000000
-0.051892,-0.024658,0.303054,1047.000000
-0.051645,-0.032416,0.303496,1077.000000
-0.050927,-0.035941,0.304054,1111.000000
-0.049827,-0.038007,0.304577,1145.000000
-0.047585,-0.040689,0.305029,1173.000000
-0.045033,-0.042754,0.305490,1208.000000
-0.041647,-0.042934,0.305876,1253.000000
-0.038107,-0.042868,0.306182,1285.000000
-0.034446,-0.042622,0.306557,1318.000000
-0.031433,-0.041061,0.306866,1350.000000
-0.028550,-0.038823,0.307182,1383.000000
-0.026761,-0.036357,0.307473,1414.000000
-0.024868,-0.034042,0.307730,1447.000000
-0.023818,-0.033390,0.307963,1478.000000
-0.023086,-0.031860,0.308156,1510.000000
-0.022596,-0.031689,0.308321,1543.000000
-0.022407,-0.031411,0.308450,1573.000000
-0.022326,-0.031501,0.308571,1622.000000
-0.022441,-0.031471,0.308678,1653.000000
-0.022665,-0.031480,0.308774,1686.000000
-0.022765,-0.031572,0.308860,1717.000000
