Domain id = 2
Class id = 1
User id = 5

<x>,<y>,<z>,<t>
0.047783,0.036703,0.284311,21.000000
0.047413,0.037191,0.283894,54.000000
0.047362,0.037424,0.283467,89.000000
0.047232,0.037730,0.283045,118.000000
0.047045,0.037743,0.282642,151.000000
0.046814,0.038075,0.282229,199.000000
0.046256,0.038496,0.281823,231.000000
0.045576,0.039055,0.281462,263.000000
0.044103,0.041001,0.281098,297.000000
0.042054,0.042136,0.280798,327.000000
0.039360,0.044286,0.280555,358.000000
0.035387,0.046400,0.280331,390.000000
0.031652,0.049439,0.280147,422.000000
0.027388,0.052008,0.279998,454.000000
0.022176,0.054433,0.279882,489.000000
0.017070,0.055351,0.279792,518.000000
0.011576,0.058542,0.279721,549.000000
0.008145,0.057494,0.279683,597.000000
0.003899,0.055737,0.279664,630.000000
-0.000130,0.053429,0.279655,662.000000
-0.003193,0.047897,0.279655,694.000000
-0.006441,0.043356,0.279662,725.000000
-0.009666,0.039304,0.279672,757.000000
-0.012418,0.034132,0.279690,790.000000
-0.013934,0.027771,0.279721,821.000000
-0.015735,0.023980,0.279751,854.000000
-0.017028,0.017962,0.279786,887.000000
-0.017521,0.011830,0.279837,919.000000
-0.017782,0.007285,0.279896,952.000000
-0.017450,0.002076,0.279971,1001.000000
-0.016244,-0.001620,0.280051,1030.000000
-0.014014,-0.004649,0.280127,1065.000000
-0.009488,-0.008526,0.280216,1093.000000
-0.005672,-0.009874,0.280292,1126.000000
-0.000398,-0.011038,0.280357,1157.000000
0.003567,-0.010937,0.280408,1192.000000
0.008619,-0.010405,0.280441,1222.000000
0.012729,-0.008623,0.280445,1253.000000
0.017285,-0.005110,0.280383,1285.000000
0.021878,-0.001538,0.280203,1318.000000
0.025597,0.002563,0.279909,1366.000000
0.029176,0.007823,0.279461,1398.000000
0.031800,0.013363,0.278935,1430.000000
0.033899,0.016430,0.278435,1462.000000
0.035997,0.020617,0.277947,1493.000000
0.037418,0.024702,0.277522,1525.000000
0.038734,0.029010,0.277142,1558.000000
0.039514,0.033770,0.276757,1589.000000
0.040618,0.036281,0.276423,1622.000000
0.041464,0.039332,0.276154,1653.000000
0.041965,0.041363,0.275935,1686.000000
0.042122,0.042891,0.275762,1717.000000
0.042182,0.043360,0.275630,1766.000000
0.041871,0.043492,0.275528,1798.000000
0.041345,0.043433,0.275450,1829.000000
0.040552,0.042247,0.275391,1861.000000
0.039771,0.039434,0.275355,1893.000000
0.039143,0.035828,0.275333,1926.000000
0.038853,0.030346,0.275321,1957.000000
0.038890,0.024864,0.275315,1989.000000
0.039116,0.019074,0.275312,2021.000000
0.039435,0.013362,0.275311,2053.000000
0.040664,0.007662,0.275310,2085.000000
0.042704,0.002729,0.275310,2117.000000
0.045766,-0.000935,0.275309,2165.000000
0.049668,-0.005368,0.275309,2199.000000
0.053684,-0.007519,0.275310,2229.000000
0.057788,-0.009200,0.275310,2264.000000
0.061872,-0.009758,0.275310,2293.000000
0.065277,-0.010404,0.275311,2325.000000
0.068335,-0.010474,0.275312,2360.000000
0.070226,-0.010692,0.275313,2389.000000
0.071881,-0.010565,0.275316,2421.000000
0.072824,-0.010449,0.275321,2455.000000
0.073189,-0.009832,0.275328,2486.000000
0.073249,-0.009405,0.275339,2517.000000
0.073287,-0.009309,0.275364,2568.000000
0.072767,-0.008571,0.275399,2600.000000
0.072560,-0.008264,0.275448,2629.000000
0.071843,-0.007860,0.275509,2664.000000
0.071544,-0.007407,0.275581,2693.000000
0.070778,-0.007028,0.275656,2725.000000
0.070108,-0.006347,0.275733,2759.000000
0.069465,-0.005156,0.275800,2789.000000
0.069011,-0.004940,0.275862,2820.000000
0.068708,-0.005006,0.275924,2855.000000
0.068284,-0.004864,0.275978,2885.000000
0.068147,-0.004748,0.276029,2918.000000
