Domain id = 2
Class id = 10
User id = 3

<x>,<y>,<z>,<t>
-0.023322,0.071291,0.345338,8.000000
-0.024179,0.069749,0.345469,41.000000
-0.024579,0.068387,0.345563,73.000000
-0.024616,0.067868,0.345617,106.000000
-0.023881,0.067561,0.345624,138.000000
-0.021271,0.066812,0.345601,170.000000
-0.016627,0.067064,0.345471,201.000000
-0.010804,0.067984,0.345161,250.000000
-0.004095,0.069817,0.344755,281.000000
0.002297,0.073249,0.344375,313.000000
0.008088,0.078566,0.344067,344.000000
0.013472,0.082877,0.343840,377.000000
0.018424,0.086872,0.343676,409.000000
0.021573,0.090817,0.343558,440.000000
0.024070,0.093740,0.343496,472.000000
0.026183,0.097184,0.343492,504.000000
0.027890,0.098974,0.343534,536.000000
0.028599,0.100665,0.343679,568.000000
0.028952,0.102104,0.343963,616.000000
0.028969,0.103364,0.344390,648.000000
0.028436,0.104035,0.344980,680.000000
0.027175,0.103774,0.345667,712.000000
0.025787,0.101634,0.346345,744.000000
0.023330,0.099901,0.346875,776.000000
0.021597,0.093645,0.347224,808.000000
0.019277,0.088881,0.347453,840.000000
0.017319,0.081482,0.347536,872.000000
0.015355,0.074348,0.347300,905.000000
0.014034,0.063451,0.346044,938.000000
0.012691,0.053928,0.343029,969.000000
0.011789,0.044227,0.338495,1017.000000
0.010896,0.035927,0.333770,1049.000000
0.010665,0.022818,0.329067,1083.000000
0.010295,0.012314,0.324237,1114.000000
0.009738,0.003658,0.319342,1145.000000
0.009105,-0.008577,0.315285,1176.000000
0.008702,-0.018036,0.311864,1209.000000
0.008226,-0.028811,0.309120,1241.000000
0.006612,-0.035639,0.306468,1275.000000
0.003811,-0.042064,0.304201,1307.000000
-0.000606,-0.047061,0.302333,1336.000000
-0.005774,-0.051033,0.300802,1368.000000
-0.011476,-0.052386,0.299434,1417.000000
-0.016780,-0.053659,0.298344,1448.000000
-0.021282,-0.053701,0.297447,1480.000000
-0.024841,-0.053135,0.296685,1513.000000
-0.028015,-0.049988,0.295967,1546.000000
-0.029853,-0.045095,0.295186,1577.000000
-0.030547,-0.040323,0.294446,1610.000000
-0.030500,-0.035911,0.293886,1641.000000
-0.029391,-0.030569,0.293444,1673.000000
-0.027302,-0.021485,0.293070,1705.000000
-0.022702,-0.016440,0.292770,1737.000000
-0.017212,-0.009170,0.292535,1768.000000
-0.010480,-0.002771,0.292362,1818.000000
-0.003257,0.002737,0.292234,1849.000000
0.004681,0.008086,0.292192,1881.000000
0.011246,0.016058,0.292208,1915.000000
0.018300,0.022954,0.292471,1944.000000
0.026881,0.027260,0.293700,1977.000000
0.035607,0.031103,0.296010,2009.000000
0.043372,0.034594,0.299176,2040.000000
0.051298,0.041595,0.302518,2072.000000
0.058238,0.045167,0.305829,2104.000000
0.064331,0.045739,0.309128,2136.000000
0.068870,0.050091,0.312062,2168.000000
0.072590,0.050516,0.314448,2217.000000
0.074940,0.051604,0.316483,2249.000000
0.076592,0.051580,0.318243,2281.000000
0.077253,0.051370,0.319742,2313.000000
0.077543,0.051983,0.320858,2344.000000
