Domain id = 2
Class id = 7
User id = 4

<x>,<y>,<z>,<t>
0.003607,0.076222,0.367508,18.000000
0.003175,0.076344,0.368103,51.000000
0.002865,0.076307,0.368618,85.000000
0.002698,0.075992,0.368978,114.000000
0.002580,0.076337,0.369237,147.000000
0.002331,0.077447,0.369426,179.000000
0.001517,0.081772,0.369568,215.000000
-0.000623,0.087313,0.369692,246.000000
-0.004288,0.094792,0.369872,275.000000
-0.009771,0.095851,0.370369,325.000000
-0.015269,0.098066,0.371573,355.000000
-0.022325,0.098150,0.373964,386.000000
-0.030008,0.098515,0.376735,420.000000
-0.039404,0.098397,0.379923,457.000000
-0.047485,0.095376,0.382945,485.000000
-0.054659,0.087939,0.385312,519.000000
-0.061886,0.080874,0.386709,551.000000
-0.066908,0.070556,0.387501,579.000000
-0.069887,0.060788,0.387967,612.000000
-0.070481,0.048831,0.388111,643.000000
-0.070422,0.040515,0.387834,674.000000
-0.067545,0.033684,0.385465,722.000000
-0.058393,0.026049,0.380078,755.000000
-0.047419,0.017779,0.375106,787.000000
-0.037524,0.017743,0.370375,820.000000
-0.029065,0.021766,0.365602,851.000000
-0.018942,0.026424,0.362664,883.000000
-0.012480,0.037546,0.361108,915.000000
-0.006506,0.046400,0.360335,947.000000
-0.001773,0.054426,0.360126,978.000000
0.001379,0.060662,0.360083,1010.000000
0.003796,0.068367,0.360324,1042.000000
0.004607,0.073990,0.360977,1074.000000
0.004639,0.076466,0.362011,1122.000000
0.004641,0.076872,0.363058,1157.000000
0.004324,0.072934,0.364067,1190.000000
0.003864,0.065447,0.364875,1220.000000
0.002980,0.060649,0.365349,1250.000000
0.002048,0.045062,0.365444,1284.000000
0.001073,0.032508,0.364710,1315.000000
0.000348,0.012018,0.361260,1348.000000
-0.000611,-0.007828,0.356314,1381.000000
-0.001766,-0.016353,0.347428,1411.000000
-0.003456,-0.040125,0.342727,1444.000000
-0.006668,-0.052063,0.337859,1477.000000
-0.013843,-0.064444,0.334939,1524.000000
-0.021570,-0.072630,0.332755,1554.000000
-0.029126,-0.077605,0.331564,1588.000000
-0.035401,-0.077284,0.330485,1618.000000
-0.039832,-0.071637,0.329280,1650.000000
-0.041017,-0.065305,0.328335,1683.000000
-0.041235,-0.054727,0.327740,1718.000000
-0.039818,-0.044742,0.327325,1750.000000
-0.036170,-0.040018,0.327051,1778.000000
-0.027622,-0.032343,0.326861,1811.000000
-0.016979,-0.026506,0.326722,1842.000000
-0.006178,-0.021754,0.326658,1875.000000
0.004064,-0.016276,0.326638,1923.000000
0.014229,-0.011847,0.326794,1955.000000
0.024140,-0.007716,0.327309,1987.000000
0.032755,-0.002776,0.328918,2019.000000
0.038927,0.000773,0.331025,2051.000000
0.044753,0.006309,0.333689,2084.000000
0.047796,0.007224,0.336106,2115.000000
0.049678,0.008308,0.338384,2147.000000
0.050648,0.009113,0.339945,2179.000000
0.050867,0.009301,0.341334,2211.000000
0.050738,0.009350,0.342479,2243.000000
0.050573,0.010266,0.343420,2290.000000
0.049586,0.010282,0.344329,2323.000000
0.048485,0.010368,0.345105,2354.000000
0.047536,0.010515,0.345706,2388.000000
0.045955,0.009976,0.346214,2419.000000
