Domain id = 3
Class id = 2
User id = 9

<x>,<y>,<z>,<t>
-0.052472,0.038545,0.190244,9.000000
-0.052527,0.038698,0.190795,41.000000
-0.052424,0.038706,0.191222,73.000000
-0.051421,0.038636,0.191571,106.000000
-0.049687,0.038693,0.191849,154.000000
-0.046635,0.038629,0.192088,185.000000
-0.043625,0.038670,0.192301,218.000000
-0.040199,0.039210,0.192488,249.000000
-0.035090,0.039638,0.192662,281.000000
-0.028758,0.039892,0.192848,313.000000
-0.021559,0.040399,0.193066,345.000000
-0.013666,0.040849,0.193303,377.000000
-0.004751,0.040397,0.193608,409.000000
0.003773,0.040341,0.193953,441.000000
0.012793,0.040474,0.194295,473.000000
0.022281,0.040661,0.194675,506.000000
0.030577,0.041365,0.195131,552.000000
0.037570,0.042445,0.195634,585.000000
0.042974,0.043866,0.196236,617.000000
0.048906,0.044879,0.196921,649.000000
0.053050,0.045893,0.197693,681.000000
0.055752,0.046225,0.198516,713.000000
0.057395,0.046531,0.199313,745.000000
0.058336,0.046626,0.200011,777.000000
0.058694,0.046848,0.200614,809.000000
0.058616,0.046784,0.201125,841.000000
0.058210,0.045914,0.201571,873.000000
0.057805,0.043807,0.201952,906.000000
0.057419,0.040542,0.202250,953.000000
0.057239,0.032451,0.202465,986.000000
0.057263,0.021898,0.202619,1018.000000
0.057554,0.012119,0.202684,1050.000000
0.057691,0.000740,0.202653,1083.000000
0.058489,-0.010688,0.202319,1114.000000
0.059042,-0.018205,0.201194,1146.000000
0.059810,-0.026163,0.199440,1179.000000
0.060271,-0.030901,0.197073,1211.000000
0.060469,-0.037784,0.194576,1242.000000
0.060752,-0.039962,0.191633,1275.000000
0.060838,-0.042485,0.189071,1323.000000
0.060969,-0.045498,0.187029,1355.000000
0.060973,-0.046905,0.185304,1387.000000
0.060522,-0.048160,0.183846,1418.000000
0.059766,-0.049151,0.182624,1450.000000
0.058325,-0.049182,0.181555,1482.000000
0.055738,-0.049356,0.180685,1515.000000
0.050701,-0.049713,0.179992,1546.000000
0.043853,-0.047548,0.179346,1579.000000
0.036690,-0.048443,0.178849,1612.000000
0.029571,-0.046871,0.178387,1642.000000
0.023192,-0.048370,0.178001,1674.000000
0.011527,-0.046383,0.177506,1723.000000
0.004294,-0.043636,0.176759,1754.000000
-0.003012,-0.042200,0.175687,1786.000000
-0.010453,-0.040858,0.174323,1818.000000
-0.017931,-0.039568,0.172859,1850.000000
-0.023977,-0.036281,0.171183,1881.000000
-0.028406,-0.035027,0.169657,1914.000000
-0.032802,-0.031501,0.168146,1946.000000
-0.035456,-0.031206,0.166919,1977.000000
-0.037552,-0.026322,0.165544,2009.000000
-0.038647,-0.024473,0.164220,2041.000000
-0.038982,-0.023413,0.162996,2073.000000
-0.038978,-0.022823,0.161897,2122.000000
-0.038436,-0.022793,0.161164,2154.000000
-0.037695,-0.021399,0.160641,2186.000000
-0.037134,-0.025493,0.160319,2219.000000
-0.036830,-0.025912,0.160206,2251.000000
-0.036633,-0.025636,0.160413,2283.000000
-0.036327,-0.023194,0.161820,2315.000000
-0.036126,-0.017314,0.164918,2346.000000
-0.036285,-0.004654,0.168354,2378.000000
-0.037001,0.005981,0.172040,2410.000000
-0.038045,0.015728,0.176272,2441.000000
-0.039207,0.024764,0.180532,2474.000000
-0.040466,0.032555,0.184515,2521.000000
-0.041583,0.039155,0.188370,2553.000000
-0.042130,0.041945,0.192272,2585.000000
-0.042553,0.045989,0.195551,2617.000000
-0.042990,0.048778,0.198296,2649.000000
-0.043300,0.051157,0.200833,2681.000000
-0.043726,0.053820,0.202814,2713.000000
-0.043720,0.054077,0.204532,2745.000000
