Domain id = 3
Class id = 6
User id = 1

<x>,<y>,<z>,<t>
-0.102359,-0.010396,0.355580,0.000000
-0.102272,-0.009598,0.355796,32.000000
-0.101335,-0.008568,0.355947,61.000000
-0.097987,-0.009009,0.356054,93.000000
-0.096283,-0.006201,0.356080,141.000000
-0.092378,-0.005737,0.356079,176.000000
-0.087203,-0.003409,0.355902,207.000000
-0.082593,-0.001771,0.355232,239.000000
-0.077398,-0.000139,0.354196,270.000000
-0.069496,0.000364,0.352395,303.000000
-0.060746,0.000366,0.350718,334.000000
-0.052002,0.001130,0.348188,366.000000
-0.042394,0.000797,0.345549,398.000000
-0.032112,0.000810,0.343175,430.000000
-0.022904,0.000460,0.340500,462.000000
-0.016364,0.000228,0.338137,495.000000
-0.006443,-0.000107,0.335675,542.000000
0.001395,-0.000475,0.333533,574.000000
0.008812,-0.001604,0.331758,606.000000
0.016722,-0.002725,0.330210,638.000000
0.026787,-0.004205,0.328817,671.000000
0.035016,-0.004838,0.327147,702.000000
0.044105,-0.005974,0.325495,734.000000
0.052498,-0.006788,0.323808,766.000000
0.061009,-0.008432,0.322183,799.000000
0.070236,-0.008918,0.320724,832.000000
0.076896,-0.010504,0.319668,863.000000
0.084333,-0.010730,0.318889,895.000000
0.092176,-0.010602,0.318080,942.000000
0.096799,-0.011185,0.317464,974.000000
0.101805,-0.011247,0.316997,1007.000000
0.104511,-0.011870,0.316670,1038.000000
0.106444,-0.011872,0.316422,1070.000000
0.107040,-0.011657,0.316211,1103.000000
0.106103,-0.011260,0.316058,1135.000000
0.102968,-0.009537,0.315942,1167.000000
0.097853,-0.007149,0.315861,1199.000000
0.091936,-0.003233,0.315810,1230.000000
0.085123,0.003010,0.315784,1262.000000
0.078547,0.012254,0.315765,1295.000000
0.071508,0.017839,0.315754,1342.000000
0.065074,0.028587,0.315767,1375.000000
0.058916,0.035486,0.315821,1406.000000
0.053741,0.042965,0.316025,1440.000000
0.049063,0.051271,0.316539,1470.000000
0.045465,0.055912,0.317496,1502.000000
0.042673,0.060705,0.318524,1534.000000
0.041079,0.064475,0.319542,1566.000000
0.039791,0.067081,0.320533,1598.000000
0.039233,0.068046,0.321308,1630.000000
0.039216,0.067701,0.321853,1662.000000
0.039430,0.066545,0.322255,1694.000000
0.040841,0.062840,0.322549,1742.000000
0.043220,0.058665,0.322761,1774.000000
0.046519,0.052699,0.322915,1808.000000
0.050306,0.046846,0.323001,1841.000000
0.054451,0.042592,0.323003,1870.000000
0.058285,0.036756,0.322969,1903.000000
0.061770,0.030774,0.322847,1935.000000
0.065796,0.025328,0.322576,1967.000000
0.070510,0.020156,0.321914,2000.000000
0.074882,0.015616,0.321023,2030.000000
0.079403,0.007646,0.319868,2063.000000
0.084416,0.004012,0.318742,2111.000000
0.089625,-0.000076,0.317636,2143.000000
0.093742,-0.004733,0.316558,2175.000000
0.097149,-0.009963,0.315686,2207.000000
0.099933,-0.011781,0.314973,2238.000000
0.102434,-0.015335,0.314446,2270.000000
0.104988,-0.018694,0.313992,2302.000000
0.106775,-0.018844,0.313588,2334.000000
0.107803,-0.022237,0.313208,2366.000000
0.107823,-0.022025,0.312835,2398.000000
0.107357,-0.023518,0.312517,2431.000000
0.105080,-0.024365,0.312254,2462.000000
0.102281,-0.026103,0.312054,2511.000000
0.097845,-0.028312,0.311908,2542.000000
0.092647,-0.030841,0.311798,2574.000000
0.086229,-0.034803,0.311715,2608.000000
0.078507,-0.040090,0.311648,2639.000000
0.070709,-0.047017,0.311594,2670.000000
0.063097,-0.053270,0.311545,2702.000000
0.055100,-0.060023,0.311484,2734.000000
0.050164,-0.066069,0.311301,2766.000000
0.042724,-0.073662,0.311005,2798.000000
0.038331,-0.079869,0.310284,2831.000000
0.033754,-0.083568,0.309004,2862.000000
0.029091,-0.086123,0.307433,2910.000000
0.027344,-0.088262,0.305714,2942.000000
0.025333,-0.089697,0.304288,2973.000000
0.024989,-0.090105,0.302866,3005.000000
0.024984,-0.090111,0.301536,3038.000000
0.024984,-0.089444,0.300300,3070.000000
0.025607,-0.088679,0.299228,3105.000000
0.026210,-0.086447,0.298380,3134.000000
0.027262,-0.084116,0.297795,3166.000000
