Domain id = 3
Class id = 1
User id = 6

<x>,<y>,<z>,<t>
-0.061476,-0.020761,0.309431,0.000000
-0.061743,-0.020701,0.309218,31.000000
-0.061866,-0.020643,0.309019,63.000000
-0.061960,-0.020707,0.308829,95.000000
-0.061947,-0.021001,0.308648,127.000000
-0.062083,-0.020747,0.308453,158.000000
-0.061818,-0.020866,0.308257,192.000000
-0.061471,-0.020773,0.308055,223.000000
-0.060934,-0.020320,0.307845,254.000000
-0.059347,-0.020455,0.307652,303.000000
-0.057173,-0.020381,0.307459,335.000000
-0.054691,-0.020243,0.307272,367.000000
-0.051782,-0.020210,0.307098,399.000000
-0.048568,-0.018782,0.306881,430.000000
-0.044162,-0.018804,0.306672,464.000000
-0.040858,-0.019060,0.306449,495.000000
-0.037544,-0.018973,0.306233,526.000000
-0.033746,-0.019199,0.306050,559.000000
-0.031345,-0.020261,0.305895,591.000000
-0.029261,-0.020643,0.305750,623.000000
-0.027462,-0.020920,0.305600,654.000000
-0.026376,-0.021596,0.305466,703.000000
-0.025593,-0.021451,0.305317,735.000000
-0.024664,-0.021391,0.305155,767.000000
-0.024035,-0.021391,0.304984,799.000000
-0.024175,-0.019928,0.304816,831.000000
-0.024180,-0.018791,0.304650,864.000000
-0.024173,-0.017368,0.304505,896.000000
-0.024135,-0.015061,0.304365,927.000000
-0.023807,-0.011947,0.304204,960.000000
-0.023361,-0.008483,0.304053,991.000000
-0.023382,-0.001035,0.303899,1023.000000
-0.023210,0.005647,0.303692,1054.000000
-0.022899,0.011021,0.303462,1103.000000
-0.021774,0.014862,0.303202,1135.000000
-0.020569,0.020414,0.302873,1167.000000
-0.019574,0.022722,0.302561,1199.000000
-0.018124,0.026809,0.302294,1231.000000
-0.017610,0.031884,0.302040,1263.000000
-0.016422,0.032481,0.301822,1295.000000
-0.015558,0.033279,0.301645,1327.000000
-0.014873,0.033299,0.301503,1358.000000
-0.014338,0.033513,0.301368,1391.000000
-0.014003,0.033533,0.301234,1422.000000
-0.013467,0.032037,0.301109,1471.000000
-0.013213,0.031565,0.300982,1503.000000
-0.012073,0.029177,0.300855,1535.000000
-0.010963,0.025334,0.300730,1567.000000
-0.010019,0.022155,0.300608,1599.000000
-0.009144,0.019406,0.300490,1632.000000
-0.007988,0.014574,0.300378,1665.000000
-0.006993,0.010980,0.300273,1695.000000
-0.006047,0.005165,0.300161,1727.000000
-0.004193,0.000305,0.300062,1761.000000
-0.002561,-0.005309,0.299982,1793.000000
-0.000718,-0.007925,0.299913,1822.000000
0.001202,-0.012444,0.299857,1870.000000
0.003376,-0.019105,0.299811,1902.000000
0.005870,-0.026358,0.299780,1934.000000
0.007310,-0.033154,0.299777,1968.000000
0.009372,-0.036403,0.299793,2000.000000
0.010709,-0.041467,0.299904,2032.000000
0.012314,-0.043974,0.300094,2064.000000
0.014282,-0.049937,0.300465,2096.000000
0.015516,-0.053385,0.301022,2127.000000
0.016513,-0.057860,0.301851,2159.000000
0.018296,-0.062114,0.302868,2191.000000
0.019745,-0.065852,0.304009,2223.000000
0.020843,-0.066939,0.304956,2271.000000
0.021093,-0.069101,0.305850,2303.000000
0.021868,-0.069556,0.306571,2336.000000
0.022321,-0.068617,0.307078,2368.000000
0.022406,-0.068147,0.307467,2400.000000
0.022658,-0.065868,0.307775,2432.000000
0.022879,-0.064382,0.308023,2463.000000
0.023247,-0.060390,0.308207,2495.000000
0.023928,-0.056083,0.308342,2528.000000
0.024472,-0.051489,0.308435,2560.000000
0.025135,-0.045939,0.308489,2592.000000
0.025524,-0.040426,0.308499,2624.000000
0.026540,-0.032380,0.308461,2671.000000
0.027722,-0.026495,0.308293,2705.000000
0.028404,-0.021533,0.307884,2736.000000
0.029444,-0.017099,0.307271,2768.000000
0.030456,-0.010037,0.306405,2800.000000
0.031349,-0.001290,0.305409,2832.000000
0.031807,0.002876,0.304445,2864.000000
0.032700,0.007780,0.303529,2896.000000
0.033463,0.010052,0.302808,2928.000000
0.033669,0.014585,0.302206,2960.000000
0.034400,0.016348,0.301713,2992.000000
0.035034,0.020148,0.301256,3023.000000
0.035308,0.022959,0.300819,3071.000000
0.035301,0.026071,0.300376,3103.000000
0.035299,0.028492,0.299916,3136.000000
0.035285,0.030565,0.299474,3168.000000
