Domain id = 3
Class id = 8
User id = 5

<x>,<y>,<z>,<t>
-0.062521,0.046692,0.242112,23.000000
-0.062756,0.047341,0.242104,56.000000
-0.062753,0.047166,0.242098,88.000000
-0.062603,0.047076,0.242093,120.000000
-0.061835,0.046705,0.242088,152.000000
-0.060019,0.046288,0.242085,186.000000
-0.056972,0.045791,0.242081,216.000000
-0.053655,0.044707,0.242079,248.000000
-0.048644,0.043024,0.242078,299.000000
-0.043310,0.040976,0.242078,329.000000
-0.037717,0.039227,0.242080,361.000000
-0.031417,0.036995,0.242087,392.000000
-0.024967,0.034390,0.242106,424.000000
-0.018003,0.030123,0.242165,456.000000
-0.011018,0.026596,0.242292,489.000000
-0.003884,0.022726,0.242499,522.000000
0.002954,0.018694,0.242812,552.000000
0.009784,0.015707,0.243205,584.000000
0.016623,0.011851,0.243761,616.000000
0.022496,0.009347,0.244382,648.000000
0.028330,0.007737,0.245012,696.000000
0.033341,0.003152,0.245736,727.000000
0.037045,0.001976,0.246389,760.000000
0.040498,-0.001959,0.247138,792.000000
0.042332,-0.003501,0.247792,823.000000
0.043313,-0.004108,0.248318,855.000000
0.043657,-0.004499,0.248740,888.000000
0.043614,-0.004508,0.249067,920.000000
0.042716,-0.004509,0.249334,952.000000
0.040233,-0.007083,0.249613,984.000000
0.036288,-0.008214,0.249845,1016.000000
0.029525,-0.010601,0.250016,1063.000000
0.022472,-0.012904,0.250139,1095.000000
0.014074,-0.014758,0.250172,1128.000000
0.003780,-0.023312,0.250171,1160.000000
-0.005956,-0.027158,0.249996,1192.000000
-0.017384,-0.033085,0.249431,1226.000000
-0.027716,-0.038467,0.248275,1255.000000
-0.036411,-0.045392,0.247009,1288.000000
-0.043843,-0.049882,0.245473,1319.000000
-0.050786,-0.053411,0.243694,1351.000000
-0.057604,-0.055228,0.241800,1383.000000
-0.061246,-0.057182,0.240073,1415.000000
-0.064772,-0.058256,0.238219,1463.000000
-0.068696,-0.057116,0.234599,1496.000000
-0.071121,-0.055205,0.230876,1528.000000
-0.071323,-0.061102,0.229450,1561.000000
-0.073033,-0.053819,0.226663,1591.000000
