Domain id = 3
Class id = 3
User id = 6

<x>,<y>,<z>,<t>
0.012925,0.034031,0.294759,9.000000
0.012496,0.034980,0.294784,41.000000
0.011764,0.035002,0.294804,74.000000
0.011244,0.036544,0.294818,105.000000
0.011129,0.038560,0.294823,138.000000
0.011385,0.038327,0.294826,169.000000
0.012768,0.037908,0.294828,218.000000
0.014237,0.038023,0.294828,250.000000
0.016041,0.038082,0.294828,281.000000
0.018124,0.038140,0.294827,313.000000
0.021293,0.038009,0.294826,345.000000
0.023828,0.037472,0.294824,377.000000
0.027105,0.036079,0.294822,409.000000
0.030578,0.035442,0.294820,441.000000
0.033690,0.034368,0.294817,474.000000
0.037174,0.029938,0.294814,505.000000
0.039845,0.023622,0.294813,537.000000
0.042120,0.020015,0.294811,570.000000
0.043916,0.016435,0.294811,619.000000
0.045642,0.014551,0.294810,649.000000
0.047097,0.011672,0.294810,683.000000
0.047746,0.006362,0.294809,713.000000
0.048509,0.002664,0.294808,745.000000
0.049134,-0.005601,0.294807,777.000000
0.049312,-0.008415,0.294807,810.000000
0.049760,-0.011556,0.294806,841.000000
0.049726,-0.012779,0.294801,873.000000
0.049733,-0.020116,0.294796,906.000000
0.049065,-0.025617,0.294791,938.000000
0.047909,-0.030065,0.294786,969.000000
0.045741,-0.032613,0.294780,1018.000000
0.043284,-0.037249,0.294772,1049.000000
0.040774,-0.039367,0.294759,1082.000000
0.038278,-0.044691,0.294745,1113.000000
0.034274,-0.045487,0.294719,1145.000000
0.030508,-0.049884,0.294688,1177.000000
0.027378,-0.056451,0.294662,1209.000000
0.022589,-0.057983,0.294639,1241.000000
0.018302,-0.057992,0.294612,1273.000000
0.013400,-0.057898,0.294572,1306.000000
0.005380,-0.055720,0.294408,1338.000000
0.002046,-0.056805,0.294235,1369.000000
-0.002313,-0.056619,0.294028,1417.000000
-0.007042,-0.056218,0.293741,1449.000000
-0.010883,-0.053728,0.293374,1482.000000
-0.015089,-0.050270,0.292862,1514.000000
-0.018511,-0.048764,0.292287,1546.000000
-0.023166,-0.041568,0.291445,1577.000000
-0.025544,-0.037130,0.290373,1609.000000
-0.028618,-0.032023,0.289197,1641.000000
-0.030187,-0.030009,0.288353,1673.000000
-0.031175,-0.026536,0.287636,1706.000000
-0.031874,-0.021941,0.286968,1738.000000
-0.032108,-0.016584,0.286213,1785.000000
-0.032267,-0.010272,0.285325,1818.000000
-0.031562,-0.006025,0.284443,1851.000000
-0.030300,-0.000915,0.283474,1882.000000
-0.028456,0.005697,0.282532,1914.000000
-0.025528,0.010895,0.281717,1946.000000
-0.021933,0.015215,0.280890,1977.000000
-0.017488,0.017174,0.280213,2009.000000
-0.013962,0.020339,0.279641,2041.000000
-0.009951,0.022940,0.279118,2073.000000
-0.006573,0.026398,0.278674,2107.000000
-0.002643,0.028389,0.278322,2137.000000
0.001687,0.031289,0.278026,2186.000000
0.005416,0.032543,0.277793,2217.000000
0.009224,0.032776,0.277620,2250.000000
0.012458,0.033109,0.277486,2281.000000
0.015632,0.033773,0.277381,2313.000000
0.017878,0.033080,0.277300,2345.000000
0.019400,0.032602,0.277235,2377.000000
0.020067,0.033284,0.277182,2409.000000
