Domain id = 3
Class id = 6
User id = 6

<x>,<y>,<z>,<t>
-0.095325,-0.009324,0.335742,33.000000
-0.095337,-0.009280,0.335744,63.000000
-0.095321,-0.009292,0.335743,97.000000
-0.095251,-0.009318,0.335737,127.000000
-0.095056,-0.009319,0.335719,161.000000
-0.095169,-0.008297,0.335662,190.000000
-0.094823,-0.007895,0.335578,226.000000
-0.093485,-0.007930,0.335477,255.000000
-0.093000,-0.006756,0.335344,289.000000
-0.089460,-0.006946,0.335198,320.000000
-0.087442,-0.006719,0.335053,353.000000
-0.083985,-0.006481,0.334911,382.000000
-0.079947,-0.006573,0.334754,431.000000
-0.075374,-0.006779,0.334610,463.000000
-0.071620,-0.006358,0.334414,495.000000
-0.066802,-0.006318,0.334141,527.000000
-0.061470,-0.006286,0.333833,559.000000
-0.056482,-0.006297,0.333523,591.000000
-0.051453,-0.006272,0.333216,623.000000
-0.046549,-0.006157,0.332911,655.000000
-0.041380,-0.006127,0.332631,689.000000
-0.036845,-0.005160,0.332352,719.000000
-0.031977,-0.005000,0.332095,750.000000
-0.027482,-0.004864,0.331864,799.000000
-0.022581,-0.004836,0.331630,831.000000
-0.018912,-0.004094,0.331366,863.000000
-0.013987,-0.004186,0.331115,894.000000
-0.008868,-0.004175,0.330895,927.000000
-0.005075,-0.003278,0.330675,960.000000
0.000444,-0.003861,0.330484,993.000000
0.004974,-0.004102,0.330321,1026.000000
0.008587,-0.003114,0.330136,1056.000000
0.013272,-0.002425,0.329967,1088.000000
0.017496,-0.002712,0.329827,1122.000000
0.020950,-0.002987,0.329706,1151.000000
0.024424,-0.002452,0.329597,1199.000000
0.029210,-0.003714,0.329507,1232.000000
0.033375,-0.004120,0.329425,1266.000000
0.037051,-0.004431,0.329340,1296.000000
0.041430,-0.005062,0.329266,1328.000000
0.044861,-0.004969,0.329204,1360.000000
0.048781,-0.004939,0.329145,1392.000000
0.052367,-0.005807,0.329098,1423.000000
0.054397,-0.005153,0.329049,1454.000000
0.056834,-0.005335,0.329008,1489.000000
0.058281,-0.005270,0.328972,1519.000000
0.059617,-0.005265,0.328940,1551.000000
0.060302,-0.005271,0.328909,1599.000000
0.060274,-0.002808,0.328866,1631.000000
0.059862,-0.002566,0.328827,1663.000000
0.058447,-0.002023,0.328794,1695.000000
0.056368,-0.000675,0.328766,1727.000000
0.052687,0.001589,0.328740,1761.000000
0.048881,0.002391,0.328718,1791.000000
0.045676,0.002809,0.328695,1826.000000
0.040677,0.005880,0.328665,1856.000000
0.036813,0.009643,0.328623,1888.000000
0.032123,0.014957,0.328536,1919.000000
0.028680,0.015580,0.328443,1954.000000
0.025122,0.017649,0.328327,1999.000000
0.021356,0.020836,0.328186,2033.000000
0.017058,0.022579,0.328046,2063.000000
0.014537,0.023616,0.327915,2095.000000
0.011338,0.025978,0.327799,2128.000000
0.007949,0.030210,0.327677,2161.000000
0.006220,0.030994,0.327557,2192.000000
0.003825,0.033158,0.327426,2226.000000
0.002841,0.033635,0.327298,2255.000000
0.002369,0.033622,0.327178,2289.000000
0.002368,0.033425,0.327059,2319.000000
0.002345,0.033565,0.326914,2353.000000
0.003567,0.032721,0.326763,2399.000000
0.005225,0.031756,0.326608,2433.000000
0.007956,0.029646,0.326481,2464.000000
0.011145,0.027545,0.326379,2498.000000
0.014702,0.025231,0.326297,2527.000000
0.018269,0.023738,0.326230,2561.000000
0.022123,0.019531,0.326177,2591.000000
0.026369,0.018218,0.326135,2623.000000
0.030544,0.013559,0.326107,2656.000000
0.033929,0.010615,0.326099,2689.000000
0.038045,0.007071,0.326103,2718.000000
0.040818,0.005794,0.326131,2767.000000
0.043804,0.003690,0.326216,2802.000000
0.046455,-0.000770,0.326404,2834.000000
0.048081,-0.003743,0.326716,2865.000000
0.049755,-0.006486,0.327110,2895.000000
0.051256,-0.007699,0.327519,2929.000000
0.052159,-0.008549,0.327920,2959.000000
0.053006,-0.011890,0.328408,2994.000000
0.053163,-0.012745,0.328819,3023.000000
0.053399,-0.015067,0.329242,3056.000000
0.053373,-0.015368,0.329589,3087.000000
0.053361,-0.018576,0.329938,3122.000000
0.052618,-0.021973,0.330306,3167.000000
0.051332,-0.025983,0.330679,3201.000000
0.048864,-0.027440,0.331016,3231.000000
0.046258,-0.032912,0.331350,3266.000000
0.042725,-0.036905,0.331743,3294.000000
0.038570,-0.039900,0.332039,3329.000000
0.034137,-0.042165,0.332268,3359.000000
0.029868,-0.047559,0.332510,3394.000000
0.025137,-0.050126,0.332799,3424.000000
0.021295,-0.054559,0.333123,3456.000000
0.015880,-0.056828,0.333431,3489.000000
0.011850,-0.058821,0.333709,3521.000000
0.009468,-0.062862,0.334032,3568.000000
0.007447,-0.065769,0.334419,3600.000000
0.005832,-0.067457,0.334753,3634.000000
0.005069,-0.069273,0.335079,3665.000000
0.004716,-0.071006,0.335388,3696.000000
0.003914,-0.070998,0.335623,3728.000000
0.003467,-0.070890,0.335804,3761.000000
0.003107,-0.070687,0.335941,3793.000000
0.003111,-0.071111,0.336057,3825.000000
0.003110,-0.070996,0.336151,3856.000000
0.002816,-0.070692,0.336226,3889.000000
