Domain id = 3
Class id = 7
User id = 4

<x>,<y>,<z>,<t>
-0.066800,-0.006161,0.368427,0.000000
-0.066500,-0.007870,0.367897,31.000000
-0.066312,-0.008173,0.367353,81.000000
-0.066101,-0.008407,0.366895,112.000000
-0.066019,-0.008570,0.366475,143.000000
-0.065178,-0.009868,0.366106,175.000000
-0.063524,-0.011964,0.365800,207.000000
-0.062204,-0.013512,0.365541,240.000000
-0.058347,-0.020694,0.365319,277.000000
-0.053969,-0.025810,0.365129,305.000000
-0.047825,-0.031032,0.364784,334.000000
-0.039342,-0.040600,0.364325,369.000000
-0.028341,-0.051185,0.363483,397.000000
-0.016184,-0.054056,0.361886,430.000000
-0.001605,-0.056736,0.359789,478.000000
0.013456,-0.056647,0.357746,509.000000
0.028370,-0.056080,0.355996,542.000000
0.041655,-0.053163,0.354946,573.000000
0.053760,-0.043275,0.354259,606.000000
0.063759,-0.035165,0.353870,638.000000
0.070851,-0.021472,0.353647,670.000000
0.075588,-0.007331,0.353520,702.000000
0.078922,0.012990,0.353515,736.000000
0.079352,0.026342,0.354089,766.000000
0.079053,0.041131,0.355433,798.000000
0.076839,0.058036,0.357423,846.000000
0.071347,0.071446,0.360663,879.000000
0.064173,0.085833,0.364936,909.000000
0.055703,0.094392,0.369128,941.000000
0.045686,0.103334,0.372564,972.000000
0.034652,0.111814,0.375500,1004.000000
0.023855,0.116980,0.378054,1036.000000
0.011547,0.120082,0.380329,1069.000000
-0.000472,0.121415,0.382089,1100.000000
-0.012795,0.121210,0.383555,1132.000000
-0.025541,0.119976,0.384533,1164.000000
-0.037506,0.116399,0.385157,1197.000000
-0.046597,0.106480,0.385573,1245.000000
-0.055353,0.099746,0.385839,1277.000000
-0.063152,0.089176,0.385970,1309.000000
-0.067551,0.080723,0.385981,1341.000000
-0.071163,0.074875,0.385829,1374.000000
-0.073496,0.073173,0.385251,1405.000000
-0.074443,0.072523,0.384380,1437.000000
-0.075213,0.072519,0.383275,1472.000000
-0.075032,0.073047,0.382324,1504.000000
-0.074450,0.078395,0.381561,1535.000000
-0.072171,0.083383,0.381108,1567.000000
-0.069113,0.090792,0.380813,1599.000000
-0.066058,0.099535,0.380613,1648.000000
-0.063364,0.112043,0.380524,1676.000000
-0.059782,0.118234,0.380524,1712.000000
-0.056640,0.126061,0.380770,1742.000000
-0.053990,0.133148,0.381597,1775.000000
-0.051873,0.134447,0.382798,1804.000000
-0.050704,0.135353,0.384149,1837.000000
-0.050355,0.135704,0.385228,1868.000000
-0.050357,0.134791,0.386062,1903.000000
-0.051002,0.131065,0.386673,1936.000000
-0.052813,0.123174,0.387097,1967.000000
-0.054662,0.113086,0.387378,1998.000000
-0.057467,0.106365,0.387524,2046.000000
-0.059907,0.096148,0.387535,2079.000000
-0.062069,0.088680,0.387377,2112.000000
-0.063575,0.085674,0.386699,2144.000000
-0.064641,0.079961,0.385477,2176.000000
-0.065505,0.077221,0.383969,2208.000000
-0.065623,0.072665,0.382367,2239.000000
-0.065565,0.071456,0.380755,2271.000000
-0.064802,0.070874,0.379353,2300.000000
-0.061786,0.070524,0.378110,2335.000000
-0.057950,0.070439,0.377338,2368.000000
-0.052001,0.070797,0.376728,2397.000000
-0.045582,0.072442,0.375861,2446.000000
-0.037607,0.074925,0.375106,2477.000000
-0.028587,0.075292,0.374386,2509.000000
-0.020491,0.075961,0.373774,2542.000000
-0.015096,0.076805,0.373328,2574.000000
-0.010911,0.077411,0.373029,2605.000000
-0.009290,0.077533,0.372787,2638.000000
-0.008528,0.077634,0.372597,2670.000000
-0.008641,0.078035,0.372400,2702.000000
