Domain id = 3
Class id = 2
User id = 2

<x>,<y>,<z>,<t>
-0.081131,0.032114,0.357408,7.000000
-0.081021,0.033926,0.356812,39.000000
-0.080882,0.034055,0.356313,71.000000
-0.080999,0.034144,0.355716,104.000000
-0.081102,0.032735,0.355149,136.000000
-0.081123,0.031118,0.354410,168.000000
-0.081073,0.026853,0.353126,200.000000
-0.080722,0.018904,0.352413,247.000000
-0.080432,0.011528,0.348311,280.000000
-0.080093,0.001998,0.343548,312.000000
-0.079860,-0.008237,0.340031,343.000000
-0.079418,-0.014008,0.336736,379.000000
-0.078991,-0.020497,0.333898,408.000000
-0.078190,-0.028221,0.331746,439.000000
-0.077842,-0.031208,0.329950,472.000000
-0.077557,-0.033716,0.328414,503.000000
-0.077243,-0.035155,0.327048,537.000000
-0.076417,-0.035724,0.325689,568.000000
-0.074580,-0.036120,0.324333,600.000000
-0.070508,-0.036181,0.323275,647.000000
-0.063257,-0.036026,0.322360,679.000000
-0.051494,-0.035991,0.321337,713.000000
-0.038026,-0.035483,0.320012,746.000000
-0.023165,-0.035855,0.318398,779.000000
-0.010682,-0.036121,0.316696,811.000000
-0.000913,-0.037476,0.315282,840.000000
0.006231,-0.038160,0.314130,872.000000
0.011646,-0.038212,0.313313,904.000000
0.014840,-0.037581,0.312653,936.000000
0.016286,-0.035916,0.312115,968.000000
0.016823,-0.031680,0.311630,1015.000000
0.016738,-0.027308,0.311265,1051.000000
0.015766,-0.020296,0.310994,1081.000000
0.015159,-0.010371,0.310803,1113.000000
0.014083,0.000381,0.310683,1145.000000
0.013473,0.009101,0.310643,1177.000000
0.012862,0.019203,0.310709,1210.000000
0.012270,0.026433,0.311310,1240.000000
0.011385,0.033764,0.312574,1272.000000
0.010152,0.035416,0.314364,1304.000000
0.009350,0.037399,0.316266,1336.000000
0.008825,0.039891,0.317804,1367.000000
0.008412,0.041683,0.319190,1415.000000
0.007366,0.041639,0.320370,1447.000000
0.005466,0.040434,0.321359,1479.000000
0.002415,0.040452,0.322167,1514.000000
-0.002386,0.040258,0.322785,1544.000000
-0.011142,0.039201,0.323274,1576.000000
-0.021413,0.038679,0.323724,1607.000000
-0.031936,0.036078,0.324303,1639.000000
-0.041474,0.035238,0.324936,1670.000000
-0.048194,0.035024,0.325569,1701.000000
-0.052762,0.035030,0.326466,1734.000000
-0.056266,0.035070,0.327192,1766.000000
-0.058080,0.035977,0.327767,1815.000000
-0.059345,0.036861,0.328241,1847.000000
-0.060181,0.037262,0.328612,1879.000000
-0.060884,0.037537,0.328918,1911.000000
-0.061467,0.037881,0.329177,1943.000000
-0.061931,0.038213,0.329409,1975.000000
-0.062806,0.038305,0.329642,2007.000000
-0.064815,0.038291,0.329942,2039.000000
-0.068218,0.038352,0.330411,2071.000000
-0.072812,0.038248,0.331088,2106.000000
-0.077550,0.037984,0.331924,2134.000000
