Domain id = 3
Class id = 2
User id = 1

<x>,<y>,<z>,<t>
-0.005757,0.054033,0.340901,9.000000
-0.005890,0.054179,0.340907,42.000000
-0.005875,0.053149,0.340913,73.000000
-0.005517,0.053462,0.340919,104.000000
-0.004713,0.053204,0.340925,152.000000
-0.002894,0.053930,0.340931,185.000000
0.000564,0.054354,0.340936,216.000000
0.005809,0.054327,0.340936,249.000000
0.012444,0.054403,0.340891,280.000000
0.019977,0.054543,0.340764,312.000000
0.028358,0.054539,0.340446,344.000000
0.037957,0.054521,0.339866,379.000000
0.047442,0.054702,0.339108,409.000000
0.057223,0.054589,0.338371,440.000000
0.066157,0.054724,0.337798,472.000000
0.074964,0.054935,0.337339,505.000000
0.083825,0.054933,0.337020,553.000000
0.091309,0.053919,0.336797,585.000000
0.098887,0.053748,0.336641,616.000000
0.105657,0.053721,0.336525,649.000000
0.111059,0.052570,0.336447,680.000000
0.115831,0.052504,0.336410,713.000000
0.119317,0.051975,0.336411,744.000000
0.121054,0.051588,0.336478,776.000000
0.121608,0.051321,0.336709,809.000000
0.121260,0.050687,0.337023,840.000000
0.119970,0.049486,0.337539,873.000000
0.117852,0.047896,0.338454,921.000000
0.114980,0.045332,0.339188,953.000000
0.112882,0.040668,0.339704,985.000000
0.110805,0.036730,0.340121,1016.000000
0.109737,0.028820,0.340425,1049.000000
0.109189,0.022681,0.340651,1079.000000
0.108822,0.014450,0.340813,1112.000000
0.108397,0.006430,0.340935,1144.000000
0.108449,-0.000296,0.341015,1176.000000
0.108697,-0.008517,0.341078,1208.000000
0.109031,-0.015491,0.341111,1240.000000
0.110206,-0.022769,0.341116,1272.000000
0.111011,-0.030985,0.341112,1320.000000
0.112474,-0.040116,0.341071,1352.000000
0.112974,-0.045755,0.340927,1385.000000
0.113395,-0.051426,0.340624,1417.000000
0.113512,-0.058829,0.340234,1448.000000
0.113501,-0.064124,0.339869,1480.000000
0.113460,-0.068641,0.339512,1512.000000
0.113016,-0.071519,0.339128,1545.000000
0.111708,-0.074631,0.338756,1575.000000
0.110424,-0.076615,0.338443,1609.000000
0.108254,-0.077706,0.338180,1640.000000
0.106365,-0.078050,0.337952,1673.000000
0.103681,-0.078591,0.337752,1720.000000
0.100180,-0.078593,0.337576,1753.000000
0.095417,-0.078506,0.337420,1785.000000
0.090778,-0.077654,0.337274,1816.000000
0.084155,-0.076591,0.337137,1848.000000
0.076120,-0.076451,0.337028,1881.000000
0.069283,-0.075898,0.336938,1912.000000
0.061027,-0.075672,0.336859,1945.000000
0.052448,-0.075500,0.336786,1977.000000
0.044564,-0.075250,0.336705,2008.000000
0.035586,-0.075095,0.336620,2040.000000
0.026573,-0.074946,0.336533,2072.000000
0.019983,-0.074520,0.336442,2120.000000
0.012430,-0.073820,0.336369,2152.000000
0.006123,-0.072412,0.336310,2184.000000
0.000578,-0.070727,0.336262,2216.000000
-0.003519,-0.070660,0.336243,2248.000000
-0.007029,-0.068556,0.336241,2280.000000
-0.008593,-0.065555,0.336240,2313.000000
-0.009392,-0.061442,0.336240,2345.000000
-0.009408,-0.056587,0.336241,2376.000000
-0.009272,-0.051774,0.336247,2408.000000
-0.008336,-0.044838,0.336257,2441.000000
-0.007353,-0.037618,0.336280,2472.000000
-0.006093,-0.030357,0.336325,2520.000000
-0.004887,-0.019800,0.336396,2552.000000
-0.004083,-0.012989,0.336657,2586.000000
-0.003473,-0.004583,0.337356,2616.000000
-0.003140,0.005898,0.338081,2648.000000
-0.002465,0.011256,0.338954,2680.000000
-0.001821,0.020147,0.339863,2711.000000
-0.001225,0.026458,0.341049,2744.000000
-0.000862,0.035120,0.342076,2776.000000
-0.000023,0.036771,0.343151,2808.000000
0.000343,0.041646,0.344064,2840.000000
0.000766,0.044061,0.344951,2888.000000
0.000898,0.045914,0.345803,2921.000000
0.001137,0.046828,0.346509,2953.000000
0.001310,0.047020,0.347136,2984.000000
0.001680,0.047803,0.347697,3016.000000
0.001930,0.047913,0.348193,3048.000000
0.002191,0.047858,0.348616,3080.000000
0.002371,0.047446,0.348945,3112.000000
0.002575,0.047439,0.349199,3144.000000
