Domain id = 3
Class id = 4
User id = 1

<x>,<y>,<z>,<t>
0.009338,-0.052839,0.354806,17.000000
0.009186,-0.053938,0.354858,48.000000
0.009338,-0.054399,0.354851,80.000000
0.009552,-0.054920,0.354748,128.000000
0.009944,-0.054457,0.354527,161.000000
0.010383,-0.052282,0.354250,192.000000
0.010978,-0.045032,0.353972,224.000000
0.011724,-0.037022,0.353759,257.000000
0.012268,-0.023800,0.353603,289.000000
0.012599,-0.014387,0.353486,321.000000
0.012839,-0.000560,0.353396,352.000000
0.013481,0.005997,0.353324,384.000000
0.013991,0.016494,0.353266,417.000000
0.014398,0.028279,0.353222,448.000000
0.015219,0.035676,0.353207,496.000000
0.017067,0.044245,0.353211,528.000000
0.019270,0.050956,0.353243,560.000000
0.022443,0.057182,0.353349,593.000000
0.026065,0.063817,0.353642,624.000000
0.031118,0.066054,0.353994,655.000000
0.035523,0.069223,0.354352,690.000000
0.041085,0.071013,0.354633,722.000000
0.047329,0.072758,0.354934,752.000000
0.053365,0.074234,0.355178,784.000000
0.060136,0.074550,0.355378,816.000000
0.066574,0.074443,0.355526,848.000000
0.072469,0.074403,0.355639,896.000000
0.078848,0.072260,0.355721,927.000000
0.083074,0.067300,0.355773,960.000000
0.087339,0.064144,0.355815,991.000000
0.090184,0.058492,0.355840,1024.000000
0.091761,0.050230,0.355861,1055.000000
0.092479,0.044288,0.355919,1088.000000
0.092684,0.034264,0.355968,1120.000000
0.091767,0.025564,0.356020,1152.000000
0.089516,0.019226,0.356077,1184.000000
0.085119,0.012582,0.356127,1216.000000
0.078219,0.007486,0.356170,1248.000000
0.071446,0.000754,0.356205,1297.000000
0.062682,-0.005224,0.356211,1328.000000
0.054038,-0.007247,0.356188,1361.000000
0.045911,-0.008391,0.356106,1392.000000
0.037763,-0.008880,0.355940,1424.000000
0.031234,-0.008037,0.355678,1456.000000
0.025746,-0.005566,0.355255,1489.000000
0.021585,0.000161,0.354864,1521.000000
0.018649,0.005423,0.354490,1552.000000
0.016138,0.016487,0.354099,1584.000000
0.015137,0.020409,0.353793,1616.000000
0.014493,0.027891,0.353576,1649.000000
0.014426,0.032255,0.353430,1696.000000
0.014541,0.040621,0.353369,1728.000000
0.015891,0.046353,0.353366,1760.000000
0.018812,0.049490,0.353405,1792.000000
0.024233,0.055167,0.353562,1823.000000
0.029503,0.061039,0.353739,1856.000000
0.035470,0.065031,0.353909,1890.000000
0.042291,0.067944,0.354095,1922.000000
0.048691,0.068846,0.354251,1951.000000
0.055135,0.069251,0.354368,1984.000000
0.060395,0.068811,0.354457,2015.000000
0.066164,0.067420,0.354517,2048.000000
0.072254,0.064534,0.354541,2096.000000
0.077689,0.061548,0.354545,2128.000000
0.082469,0.058285,0.354496,2160.000000
0.087187,0.052227,0.354355,2192.000000
0.090895,0.046339,0.354172,2224.000000
0.094290,0.039781,0.354025,2256.000000
0.096355,0.029494,0.353866,2288.000000
0.098330,0.021996,0.353727,2320.000000
0.099329,0.016936,0.353606,2352.000000
0.100163,0.009283,0.353492,2385.000000
0.100372,-0.002055,0.353404,2416.000000
0.100220,-0.010984,0.353314,2465.000000
0.099577,-0.017831,0.353227,2497.000000
0.097554,-0.022662,0.353156,2528.000000
0.096495,-0.031758,0.353081,2560.000000
0.095312,-0.038820,0.353009,2592.000000
0.094508,-0.046018,0.352940,2624.000000
0.093324,-0.051555,0.352872,2656.000000
0.092511,-0.061042,0.352803,2688.000000
0.092024,-0.066501,0.352738,2721.000000
0.091807,-0.070813,0.352666,2752.000000
0.091467,-0.073566,0.352519,2784.000000
0.091380,-0.073985,0.352305,2816.000000
0.091114,-0.074729,0.352035,2863.000000
0.090609,-0.074224,0.351712,2896.000000
0.090303,-0.073763,0.351406,2928.000000
