Domain id = 3
Class id = 9
User id = 1

<x>,<y>,<z>,<t>
-0.050518,0.073371,0.358895,5.000000
-0.050561,0.074182,0.359024,36.000000
-0.050395,0.073506,0.359123,68.000000
-0.050189,0.073535,0.359199,100.000000
-0.050161,0.071806,0.359258,132.000000
-0.049884,0.069235,0.359297,164.000000
-0.049662,0.063952,0.359308,196.000000
-0.049402,0.059578,0.359301,228.000000
-0.049052,0.053900,0.359173,261.000000
-0.048813,0.046114,0.358835,308.000000
-0.048702,0.037966,0.358268,343.000000
-0.047977,0.028886,0.357501,373.000000
-0.047434,0.019489,0.356584,404.000000
-0.046900,0.010525,0.355672,438.000000
-0.045589,0.004115,0.354725,469.000000
-0.044526,-0.003027,0.353779,500.000000
-0.043080,-0.013451,0.352879,532.000000
-0.041481,-0.022105,0.352035,567.000000
-0.040289,-0.031125,0.351267,596.000000
-0.039039,-0.038843,0.350607,629.000000
-0.038194,-0.046815,0.350089,661.000000
-0.037788,-0.053751,0.349673,709.000000
-0.037397,-0.056167,0.349260,740.000000
-0.037409,-0.056557,0.348802,775.000000
-0.037409,-0.056669,0.348279,805.000000
-0.037467,-0.056551,0.347768,836.000000
-0.037456,-0.055041,0.346981,869.000000
-0.036867,-0.052483,0.346501,901.000000
-0.034775,-0.049124,0.346191,932.000000
-0.033156,-0.037307,0.345976,964.000000
-0.029129,-0.030746,0.345820,996.000000
-0.025053,-0.021677,0.345702,1028.000000
-0.020005,-0.011322,0.345609,1063.000000
-0.015303,0.002297,0.345531,1108.000000
-0.010647,0.013699,0.345467,1143.000000
-0.006511,0.023027,0.345415,1175.000000
-0.002586,0.031439,0.345372,1204.000000
0.000896,0.045235,0.345338,1237.000000
0.003915,0.055606,0.345315,1271.000000
0.007080,0.059742,0.345315,1301.000000
0.009496,0.068590,0.345335,1334.000000
0.011550,0.075530,0.345446,1368.000000
0.013421,0.080133,0.345764,1397.000000
0.014992,0.082669,0.346255,1429.000000
0.016019,0.083631,0.346862,1463.000000
0.016888,0.084031,0.347449,1509.000000
0.017788,0.083675,0.347922,1542.000000
0.018511,0.079803,0.348275,1573.000000
0.019652,0.074458,0.348518,1607.000000
0.021155,0.065713,0.348683,1640.000000
0.022279,0.059612,0.348722,1672.000000
0.023561,0.050632,0.348561,1701.000000
0.025285,0.043240,0.347808,1734.000000
0.027335,0.033884,0.346377,1766.000000
0.029728,0.025027,0.344304,1800.000000
0.031139,0.015510,0.341941,1830.000000
0.032554,0.005695,0.339696,1878.000000
0.033421,-0.003049,0.337726,1912.000000
0.034344,-0.011160,0.335978,1941.000000
0.035429,-0.016406,0.334221,1977.000000
0.036350,-0.023031,0.332805,2006.000000
0.036801,-0.028545,0.331579,2039.000000
0.037433,-0.034291,0.330532,2073.000000
0.037809,-0.037457,0.329558,2104.000000
0.038087,-0.039785,0.328692,2134.000000
0.038357,-0.040613,0.327827,2165.000000
0.038400,-0.041751,0.327099,2199.000000
0.038443,-0.042390,0.326380,2230.000000
0.038410,-0.042885,0.325715,2281.000000
0.038124,-0.042909,0.325114,2312.000000
0.037995,-0.042873,0.324595,2344.000000
0.037917,-0.043080,0.324122,2377.000000
