Domain id = 3
Class id = 1
User id = 10

<x>,<y>,<z>,<t>
-0.063677,0.046048,0.408142,19.000000
-0.063941,0.046103,0.408415,51.000000
-0.064163,0.046075,0.408663,83.000000
-0.064221,0.046347,0.408895,115.000000
-0.064657,0.046531,0.409104,147.000000
-0.065149,0.049140,0.409385,179.000000
-0.065574,0.050172,0.409673,212.000000
-0.065444,0.051063,0.409952,243.000000
-0.064604,0.052450,0.410263,292.000000
-0.061586,0.052958,0.410538,324.000000
-0.056783,0.053730,0.410769,355.000000
-0.050199,0.054452,0.410939,387.000000
-0.043516,0.056174,0.411071,418.000000
-0.035736,0.056311,0.411172,450.000000
-0.029875,0.056351,0.411252,483.000000
-0.025153,0.056332,0.411316,514.000000
-0.021420,0.056305,0.411371,547.000000
-0.017729,0.055667,0.411420,579.000000
-0.015438,0.055468,0.411467,611.000000
-0.013619,0.054889,0.411515,643.000000
-0.011541,0.054748,0.411568,691.000000
-0.010881,0.054083,0.411631,723.000000
-0.010212,0.052826,0.411691,755.000000
-0.009897,0.051644,0.411743,787.000000
-0.009634,0.050581,0.411791,819.000000
-0.009534,0.050268,0.411838,851.000000
-0.009525,0.050110,0.411891,883.000000
-0.009532,0.049573,0.411944,915.000000
-0.009403,0.048565,0.411990,947.000000
-0.008892,0.047370,0.412028,980.000000
-0.008189,0.047367,0.412065,1012.000000
-0.007066,0.047602,0.412103,1043.000000
-0.005111,0.050206,0.412155,1092.000000
-0.002776,0.050667,0.412203,1124.000000
-0.000700,0.054766,0.412256,1157.000000
0.001602,0.058739,0.412354,1187.000000
0.004016,0.062614,0.412514,1219.000000
0.006369,0.069359,0.412831,1251.000000
0.008156,0.072876,0.413345,1283.000000
0.010283,0.076366,0.414164,1315.000000
0.012125,0.080655,0.415197,1347.000000
0.014218,0.084034,0.416378,1379.000000
0.015426,0.087724,0.417677,1410.000000
0.016822,0.088636,0.418846,1459.000000
0.017860,0.089103,0.419893,1492.000000
0.018505,0.089752,0.420839,1523.000000
0.019069,0.091324,0.421779,1555.000000
0.019728,0.091834,0.422649,1587.000000
0.020220,0.091197,0.423325,1619.000000
0.020659,0.091005,0.423921,1651.000000
0.021108,0.090908,0.424455,1683.000000
0.021960,0.090708,0.424901,1715.000000
0.022694,0.089790,0.425263,1746.000000
0.023455,0.088144,0.425529,1779.000000
0.023910,0.082784,0.425716,1810.000000
0.024768,0.079081,0.425847,1859.000000
0.025973,0.075102,0.425911,1891.000000
0.027146,0.068215,0.425904,1924.000000
0.028592,0.063983,0.425736,1955.000000
0.029829,0.057888,0.425076,1987.000000
0.031861,0.053310,0.424007,2019.000000
0.033743,0.046896,0.422488,2050.000000
0.035707,0.041018,0.420250,2083.000000
0.038134,0.035677,0.417652,2115.000000
0.040073,0.029630,0.414770,2147.000000
0.042042,0.023999,0.411852,2180.000000
0.044062,0.019360,0.409130,2211.000000
0.046065,0.015007,0.406712,2260.000000
0.047984,0.010026,0.404109,2291.000000
0.049685,0.007030,0.401798,2323.000000
0.050775,0.003090,0.399602,2355.000000
0.051645,0.000547,0.397569,2388.000000
0.052093,-0.001408,0.395733,2420.000000
0.052568,-0.003287,0.394016,2452.000000
0.052912,-0.003493,0.392505,2484.000000
0.053459,-0.003507,0.391176,2517.000000
0.053781,-0.003133,0.390009,2548.000000
0.054149,-0.002695,0.388912,2580.000000
0.054249,-0.002390,0.387885,2611.000000
0.054478,0.001298,0.387085,2659.000000
0.054798,0.002658,0.386406,2692.000000
0.055310,0.011330,0.385972,2724.000000
0.056170,0.013900,0.385670,2756.000000
0.057167,0.027291,0.385545,2787.000000
0.057779,0.027762,0.385486,2819.000000
0.058275,0.024325,0.385440,2851.000000
0.059194,0.025591,0.385438,2884.000000
0.059899,0.027289,0.385533,2916.000000
0.060636,0.030538,0.385991,2948.000000
0.061223,0.034751,0.386938,2980.000000
0.061660,0.039010,0.388483,3012.000000
0.062052,0.042297,0.390458,3060.000000
0.062267,0.046089,0.392692,3091.000000
0.062380,0.050576,0.395339,3124.000000
0.062572,0.054921,0.398040,3157.000000
0.062909,0.058468,0.400698,3188.000000
0.063168,0.061097,0.403444,3221.000000
0.063479,0.063099,0.405902,3252.000000
0.063966,0.065653,0.408147,3283.000000
0.064339,0.069524,0.410740,3315.000000
0.065136,0.070513,0.412789,3347.000000
0.065822,0.071495,0.414548,3379.000000
0.066387,0.072019,0.416225,3427.000000
0.067112,0.076291,0.418311,3459.000000
0.067839,0.079138,0.420514,3491.000000
0.068857,0.080698,0.422722,3523.000000
0.070017,0.081241,0.424443,3555.000000
0.070755,0.082586,0.426021,3587.000000
0.072093,0.084153,0.427705,3618.000000
0.073150,0.084309,0.429012,3651.000000
0.074312,0.086586,0.430433,3683.000000
0.075727,0.088668,0.431891,3714.000000
0.077267,0.089388,0.433175,3746.000000
