Domain id = 3
Class id = 9
User id = 10

<x>,<y>,<z>,<t>
0.040793,0.049512,0.370161,31.000000
0.040486,0.049215,0.369698,60.000000
0.040486,0.050526,0.369350,94.000000
0.040263,0.048173,0.368889,124.000000
0.040087,0.047189,0.368351,159.000000
0.039950,0.044081,0.367617,188.000000
0.039970,0.044035,0.366972,238.000000
0.039638,0.035050,0.365579,271.000000
0.039718,0.035034,0.364163,300.000000
0.039868,0.033060,0.362384,334.000000
0.039924,0.030624,0.360594,364.000000
0.040095,0.025798,0.358089,398.000000
0.040273,0.021593,0.355360,429.000000
0.040682,0.014499,0.352341,460.000000
0.041350,0.009589,0.349141,493.000000
0.041991,0.004391,0.345161,524.000000
0.043020,-0.003131,0.341408,557.000000
0.043926,-0.009908,0.337571,588.000000
0.044746,-0.017049,0.333439,638.000000
0.045639,-0.023256,0.329137,669.000000
0.046311,-0.030268,0.325439,703.000000
0.046996,-0.038725,0.321334,733.000000
0.047332,-0.044749,0.317714,765.000000
0.047636,-0.050587,0.314400,797.000000
0.047809,-0.055915,0.311087,829.000000
0.047719,-0.061555,0.308217,863.000000
0.047634,-0.065858,0.305599,895.000000
0.047152,-0.067448,0.303326,929.000000
0.046822,-0.068449,0.301090,959.000000
0.046466,-0.068801,0.299344,1008.000000
0.046462,-0.069320,0.297750,1039.000000
0.046735,-0.073852,0.296262,1071.000000
0.047188,-0.072070,0.295013,1103.000000
0.048093,-0.071137,0.294018,1132.000000
0.050908,-0.069693,0.293145,1166.000000
0.053437,-0.069787,0.292426,1198.000000
0.056555,-0.064062,0.291831,1233.000000
0.059313,-0.060619,0.291419,1262.000000
0.062576,-0.056357,0.291123,1294.000000
0.066269,-0.051366,0.290908,1325.000000
0.069805,-0.046517,0.290745,1357.000000
0.073217,-0.040511,0.290621,1406.000000
0.076488,-0.035820,0.290525,1441.000000
0.080785,-0.029323,0.290455,1469.000000
0.084070,-0.025806,0.290403,1505.000000
0.087551,-0.019930,0.290391,1534.000000
0.090738,-0.015863,0.290398,1568.000000
0.093906,-0.012160,0.290496,1597.000000
0.097307,-0.008156,0.290779,1629.000000
0.100247,-0.003149,0.291320,1661.000000
0.103336,-0.001454,0.292080,1694.000000
0.105977,0.001495,0.293242,1725.000000
0.108099,0.004248,0.294562,1759.000000
0.110147,0.008265,0.296243,1805.000000
0.111935,0.009101,0.298010,1838.000000
0.114320,0.013616,0.300201,1871.000000
0.115872,0.014567,0.302497,1901.000000
0.117371,0.017349,0.304865,1935.000000
0.118551,0.019100,0.307119,1968.000000
0.119680,0.020600,0.309570,1999.000000
0.120794,0.022820,0.312403,2031.000000
0.122389,0.024972,0.314787,2063.000000
0.123347,0.026496,0.317466,2093.000000
0.124405,0.027598,0.319612,2128.000000
0.125315,0.029458,0.321595,2157.000000
0.126029,0.031578,0.324096,2206.000000
0.127350,0.034316,0.326415,2240.000000
0.128613,0.035934,0.329042,2271.000000
0.130339,0.037061,0.330813,2303.000000
0.131769,0.038076,0.332382,2334.000000
0.133013,0.039942,0.334018,2365.000000
0.133990,0.044179,0.336223,2400.000000
0.135417,0.045051,0.338114,2431.000000
0.136493,0.047617,0.340633,2463.000000
0.138092,0.049949,0.343141,2495.000000
0.138846,0.052198,0.345308,2528.000000
0.139678,0.054301,0.347063,2556.000000
0.140323,0.055811,0.349016,2606.000000
0.140658,0.058328,0.350917,2637.000000
0.141169,0.059455,0.352745,2671.000000
0.141359,0.060517,0.354311,2702.000000
0.141527,0.064362,0.355531,2734.000000
0.141597,0.064365,0.356268,2764.000000
0.141857,0.064895,0.356741,2799.000000
0.142025,0.063961,0.357046,2828.000000
0.142092,0.061823,0.357045,2862.000000
0.142029,0.057625,0.356493,2892.000000
0.141709,0.053278,0.354913,2927.000000
0.140774,0.048235,0.352007,2972.000000
0.140154,0.042648,0.348890,3006.000000
0.139578,0.036960,0.345313,3036.000000
0.139540,0.034751,0.341807,3070.000000
0.138863,0.025575,0.337687,3102.000000
0.138262,0.019760,0.334029,3132.000000
0.137946,0.013810,0.330809,3165.000000
0.137856,0.011287,0.327890,3196.000000
0.137592,0.001910,0.324521,3228.000000
0.137570,-0.002375,0.321860,3261.000000
0.137730,-0.006243,0.319173,3292.000000
0.137823,-0.012317,0.316789,3325.000000
0.138835,-0.005028,0.315328,3373.000000
0.139431,-0.004318,0.314052,3404.000000
0.140923,-0.005249,0.312559,3439.000000
0.141069,-0.010002,0.310762,3468.000000
0.141670,-0.011357,0.308947,3502.000000
0.142773,-0.013721,0.306977,3532.000000
0.143240,-0.017097,0.304987,3567.000000
0.143972,-0.019496,0.303054,3596.000000
0.144107,-0.020243,0.301303,3630.000000
0.144124,-0.022795,0.299694,3660.000000
0.144146,-0.024639,0.298111,3695.000000
0.144068,-0.025361,0.296618,3724.000000
0.144171,-0.025469,0.295248,3774.000000
0.143699,-0.025598,0.294118,3804.000000
0.143835,-0.025757,0.293065,3839.000000
0.143636,-0.028635,0.292065,3868.000000
0.143026,-0.029016,0.291220,3900.000000
0.142279,-0.029415,0.290490,3932.000000
0.141832,-0.031829,0.289821,3964.000000
0.143009,-0.029361,0.289236,4000.000000
0.142961,-0.030044,0.288718,4030.000000
0.142970,-0.031801,0.288228,4062.000000
0.142938,-0.033993,0.287756,4095.000000
0.142176,-0.039373,0.287316,4127.000000
0.142104,-0.040370,0.286910,4174.000000
0.142035,-0.040674,0.286541,4206.000000
0.141910,-0.040993,0.286200,4239.000000
0.140854,-0.043292,0.285891,4271.000000
0.140288,-0.045939,0.285602,4302.000000
0.140321,-0.049701,0.285305,4334.000000
0.140618,-0.046394,0.285069,4366.000000
0.140067,-0.045297,0.284898,4399.000000
