Domain id = 3
Class id = 1
User id = 10

<x>,<y>,<z>,<t>
-0.074089,-0.003980,0.414117,28.000000
-0.074070,-0.003477,0.414478,60.000000
-0.073894,-0.003554,0.414749,94.000000
-0.073621,-0.003553,0.414955,123.000000
-0.072511,-0.003604,0.415107,157.000000
-0.071698,-0.004944,0.415219,188.000000
-0.070241,-0.005272,0.415304,236.000000
-0.068377,-0.006199,0.415363,270.000000
-0.066906,-0.005993,0.415409,303.000000
-0.064080,-0.006000,0.415447,334.000000
-0.060983,-0.006258,0.415465,365.000000
-0.057541,-0.005977,0.415471,398.000000
-0.053971,-0.005925,0.415463,429.000000
-0.050337,-0.005944,0.415386,462.000000
-0.047536,-0.005366,0.415259,494.000000
-0.044002,-0.005228,0.415028,527.000000
-0.041306,-0.005121,0.414682,558.000000
-0.039192,-0.004022,0.414348,589.000000
-0.037178,-0.004026,0.413947,636.000000
-0.035636,-0.004720,0.413367,668.000000
-0.034507,-0.005130,0.412759,700.000000
-0.033865,-0.005800,0.412088,733.000000
-0.033463,-0.005876,0.411467,764.000000
-0.032835,-0.006519,0.410795,797.000000
-0.031936,-0.006582,0.410021,829.000000
-0.030825,-0.006311,0.409268,860.000000
-0.028780,-0.005612,0.408544,893.000000
-0.026395,-0.003539,0.407680,924.000000
-0.023874,-0.001214,0.406412,957.000000
-0.020776,0.003095,0.405412,1005.000000
-0.017316,0.007637,0.404576,1037.000000
-0.014576,0.016719,0.404001,1069.000000
-0.011527,0.020557,0.403577,1101.000000
-0.008901,0.028761,0.403289,1133.000000
-0.006055,0.034083,0.403089,1165.000000
-0.003623,0.044580,0.402950,1198.000000
-0.001724,0.051392,0.402864,1229.000000
0.000173,0.059443,0.402862,1261.000000
0.002043,0.063501,0.402880,1293.000000
0.003864,0.067905,0.402950,1324.000000
0.005039,0.070415,0.403075,1356.000000
0.006699,0.073699,0.403271,1404.000000
0.007550,0.078198,0.403595,1436.000000
0.008483,0.079217,0.403914,1469.000000
0.009179,0.082388,0.404276,1500.000000
0.009512,0.084040,0.404633,1533.000000
0.009897,0.084000,0.404936,1565.000000
0.010137,0.084000,0.405217,1597.000000
0.010439,0.081610,0.405415,1628.000000
0.010574,0.077475,0.405547,1661.000000
0.010779,0.073088,0.405602,1692.000000
0.010933,0.067702,0.405570,1724.000000
0.011731,0.061284,0.405061,1756.000000
0.012384,0.056696,0.403805,1804.000000
0.013990,0.049148,0.401617,1836.000000
0.016349,0.044002,0.399142,1868.000000
0.019321,0.037684,0.396362,1900.000000
0.022642,0.031174,0.393514,1933.000000
0.026822,0.025014,0.390986,1965.000000
0.031055,0.017575,0.388575,1997.000000
0.034873,0.013521,0.386215,2028.000000
0.038533,0.007929,0.384202,2060.000000
0.041210,0.003327,0.382437,2093.000000
0.044192,-0.001970,0.380767,2125.000000
0.046591,-0.008389,0.379072,2156.000000
0.048607,-0.015194,0.377383,2205.000000
0.050538,-0.021674,0.375592,2237.000000
0.051959,-0.028642,0.373489,2269.000000
0.053416,-0.034765,0.371070,2302.000000
0.054936,-0.040114,0.368718,2334.000000
0.055884,-0.046655,0.366300,2365.000000
0.056610,-0.050429,0.364013,2397.000000
0.057230,-0.053323,0.361791,2429.000000
0.057441,-0.055819,0.359657,2461.000000
0.057507,-0.057306,0.357743,2493.000000
0.057509,-0.058369,0.356158,2525.000000
0.057435,-0.058974,0.354806,2557.000000
0.057259,-0.059855,0.353623,2605.000000
0.057002,-0.060251,0.352612,2637.000000
0.056517,-0.060850,0.351714,2670.000000
0.056110,-0.061213,0.350921,2702.000000
0.055336,-0.060598,0.350274,2734.000000
0.054550,-0.058869,0.349772,2766.000000
0.053446,-0.055046,0.349413,2798.000000
0.052664,-0.050225,0.349162,2829.000000
0.051534,-0.045011,0.348982,2862.000000
0.050917,-0.036208,0.348871,2894.000000
0.050303,-0.032356,0.348811,2926.000000
0.049845,-0.026639,0.348805,2975.000000
0.049684,-0.019240,0.348863,3005.000000
0.049528,-0.014377,0.349089,3038.000000
0.049419,-0.009793,0.349562,3070.000000
0.049407,-0.002798,0.350375,3102.000000
0.049554,0.000912,0.351670,3134.000000
0.049719,0.005266,0.353059,3166.000000
0.049886,0.009585,0.354514,3197.000000
0.050151,0.012257,0.356191,3230.000000
0.050552,0.017241,0.358194,3262.000000
0.050773,0.019468,0.360528,3294.000000
0.051039,0.022794,0.363445,3325.000000
0.051350,0.026220,0.366497,3374.000000
0.051527,0.030102,0.369335,3405.000000
0.051922,0.034193,0.371971,3438.000000
0.052380,0.036685,0.374253,3470.000000
0.052823,0.037262,0.376357,3501.000000
0.053372,0.041665,0.378568,3533.000000
0.054051,0.045038,0.380737,3565.000000
0.054598,0.047860,0.383044,3598.000000
0.055226,0.049285,0.384959,3630.000000
0.056195,0.053899,0.387283,3662.000000
0.057522,0.057050,0.389631,3693.000000
0.058329,0.058632,0.391713,3725.000000
0.059167,0.060012,0.393517,3773.000000
0.059783,0.063002,0.395606,3805.000000
0.060456,0.064176,0.397437,3837.000000
0.061357,0.064747,0.399112,3869.000000
0.061868,0.065592,0.400623,3900.000000
0.062632,0.066514,0.402056,3933.000000
0.063122,0.067417,0.403560,3965.000000
0.063435,0.070704,0.405394,3996.000000
0.063645,0.072238,0.407014,4029.000000
0.063920,0.074363,0.408573,4060.000000
0.064107,0.076934,0.410230,4093.000000
0.064502,0.077646,0.411586,4125.000000
0.064930,0.078401,0.412780,4172.000000
0.065064,0.078960,0.413913,4205.000000
0.065816,0.080431,0.414864,4237.000000
0.066680,0.081066,0.415593,4268.000000
0.067558,0.080360,0.416088,4299.000000
0.068540,0.076794,0.416407,4332.000000
0.069501,0.070799,0.416593,4365.000000
0.071216,0.065837,0.416595,4396.000000
0.072364,0.056959,0.415942,4428.000000
0.073820,0.050678,0.413754,4460.000000
0.075584,0.043657,0.410338,4492.000000
0.077647,0.036554,0.405783,4524.000000
0.080063,0.029604,0.401170,4572.000000
0.082203,0.023296,0.397247,4604.000000
0.084657,0.017080,0.393633,4636.000000
0.087204,0.008921,0.390536,4669.000000
0.089772,0.003748,0.387146,4701.000000
0.092019,-0.001477,0.384059,4733.000000
0.094054,-0.009022,0.381038,4765.000000
0.096597,-0.015155,0.378618,4796.000000
0.098583,-0.019184,0.375915,4829.000000
0.100370,-0.023653,0.373738,4861.000000
0.102251,-0.028028,0.371699,4893.000000
0.103837,-0.032335,0.369868,4941.000000
0.105372,-0.036087,0.368027,4973.000000
0.106887,-0.039157,0.366163,5005.000000
0.108247,-0.043606,0.364400,5037.000000
0.109739,-0.047873,0.362766,5069.000000
0.111068,-0.051489,0.360728,5101.000000
0.112197,-0.054412,0.358547,5134.000000
0.113223,-0.058410,0.356942,5165.000000
0.113953,-0.061772,0.355614,5198.000000
0.114319,-0.064073,0.354184,5230.000000
0.114499,-0.065740,0.352892,5262.000000
0.114592,-0.066326,0.351837,5293.000000
0.114619,-0.066244,0.351021,5342.000000
0.114516,-0.065448,0.350394,5374.000000
0.114357,-0.062219,0.349925,5406.000000
0.114048,-0.060277,0.349578,5437.000000
0.113879,-0.055147,0.349332,5470.000000
0.113796,-0.049620,0.349157,5502.000000
0.113818,-0.043750,0.349109,5535.000000
0.114099,-0.037040,0.349104,5566.000000
0.114404,-0.032907,0.349167,5598.000000
0.115164,-0.026131,0.349455,5630.000000
0.116200,-0.019687,0.350056,5662.000000
0.118735,-0.008542,0.351218,5693.000000
0.119249,-0.007895,0.352382,5742.000000
0.120147,-0.005864,0.353795,5773.000000
0.121522,-0.001492,0.355528,5806.000000
0.122960,0.002150,0.357175,5837.000000
0.123863,0.004808,0.358788,5869.000000
0.124807,0.006834,0.360538,5902.000000
0.125589,0.009209,0.362276,5934.000000
0.125974,0.011180,0.363755,5966.000000
0.126524,0.012421,0.365119,5997.000000
0.127335,0.015129,0.366549,6030.000000
0.127863,0.016845,0.367816,6061.000000
0.128427,0.018726,0.369026,6093.000000
0.128915,0.020053,0.370127,6141.000000
0.129185,0.021306,0.371240,6173.000000
0.129660,0.023471,0.372466,6204.000000
0.129766,0.024104,0.373454,6236.000000
0.129770,0.024882,0.374450,6269.000000
0.129838,0.025727,0.375322,6301.000000
0.130187,0.026460,0.376027,6333.000000
0.130485,0.026460,0.376652,6365.000000
0.131646,0.026465,0.377244,6397.000000
0.133556,0.026349,0.377768,6429.000000
0.137484,0.026647,0.378291,6461.000000
0.141599,0.027064,0.378823,6493.000000
0.144906,0.027081,0.379448,6542.000000
0.149643,0.027083,0.380204,6573.000000
