Domain id = 3
Class id = 1
User id = 7

<x>,<y>,<z>,<t>
-0.119859,0.005411,0.345894,11.000000
-0.119672,0.005216,0.345905,43.000000
-0.119533,0.005217,0.345914,75.000000
-0.119393,0.005505,0.345922,108.000000
-0.119118,0.005821,0.345926,139.000000
-0.118477,0.005571,0.345929,172.000000
-0.118057,0.005103,0.345929,204.000000
-0.117957,0.005141,0.345928,236.000000
-0.117942,0.005632,0.345924,268.000000
-0.117255,0.005706,0.345911,300.000000
-0.116487,0.005845,0.345889,347.000000
-0.115813,0.006392,0.345855,379.000000
-0.114895,0.007008,0.345810,412.000000
-0.113210,0.007563,0.345742,445.000000
-0.110520,0.007563,0.345642,476.000000
-0.108145,0.007717,0.345490,508.000000
-0.103473,0.008065,0.345312,540.000000
-0.099199,0.008834,0.345127,572.000000
-0.094844,0.009014,0.344914,604.000000
-0.090332,0.009424,0.344617,636.000000
-0.087210,0.010531,0.344227,668.000000
-0.084478,0.011288,0.343983,701.000000
-0.080064,0.011483,0.343631,748.000000
-0.077383,0.011387,0.343176,780.000000
-0.076039,0.011430,0.342682,812.000000
-0.074647,0.011487,0.342193,844.000000
-0.073238,0.011341,0.341702,876.000000
-0.072124,0.011220,0.341223,910.000000
-0.071773,0.011255,0.340746,942.000000
-0.071668,0.011945,0.340303,974.000000
-0.071167,0.013407,0.339882,1004.000000
-0.070754,0.016537,0.339495,1036.000000
-0.069904,0.020347,0.339075,1068.000000
-0.069280,0.025732,0.338788,1116.000000
-0.066896,0.027670,0.338503,1148.000000
-0.065490,0.034605,0.338252,1180.000000
-0.062262,0.035682,0.338049,1213.000000
-0.060042,0.040150,0.337893,1244.000000
-0.058011,0.046734,0.337776,1276.000000
-0.055964,0.049346,0.337704,1307.000000
-0.053708,0.052956,0.337674,1339.000000
-0.051485,0.055413,0.337690,1371.000000
-0.049930,0.058580,0.337860,1403.000000
-0.047239,0.060783,0.338202,1437.000000
-0.045681,0.061546,0.338738,1468.000000
-0.044218,0.062018,0.339311,1516.000000
-0.043488,0.062191,0.339872,1548.000000
-0.042332,0.061979,0.340389,1580.000000
-0.041845,0.061004,0.340823,1612.000000
-0.041413,0.058853,0.341171,1645.000000
-0.041081,0.055889,0.341424,1676.000000
-0.040955,0.054136,0.341609,1708.000000
-0.040855,0.049778,0.341736,1740.000000
-0.040412,0.044945,0.341812,1771.000000
-0.040169,0.036424,0.341812,1805.000000
-0.039796,0.030832,0.341673,1836.000000
-0.039705,0.020227,0.341013,1869.000000
-0.039457,0.015847,0.339947,1916.000000
-0.038528,0.005836,0.338203,1948.000000
-0.037691,-0.002934,0.336268,1980.000000
-0.036492,-0.006833,0.333998,2013.000000
-0.035314,-0.016781,0.331734,2045.000000
-0.034125,-0.021078,0.329384,2076.000000
-0.032521,-0.027193,0.327110,2108.000000
-0.031724,-0.032838,0.325128,2140.000000
-0.030677,-0.038624,0.323480,2172.000000
-0.029708,-0.042029,0.321765,2204.000000
-0.028821,-0.043812,0.320196,2239.000000
-0.027895,-0.044831,0.319057,2269.000000
-0.027383,-0.045212,0.317815,2320.000000
-0.026968,-0.045741,0.316646,2349.000000
-0.026651,-0.044764,0.315728,2381.000000
-0.025995,-0.042549,0.314998,2413.000000
-0.025560,-0.038080,0.314471,2446.000000
-0.024434,-0.033707,0.314127,2476.000000
-0.023333,-0.028502,0.313895,2509.000000
-0.021742,-0.025955,0.313727,2542.000000
-0.019781,-0.016719,0.313604,2574.000000
-0.018200,-0.012359,0.313520,2604.000000
-0.016258,-0.007310,0.313491,2639.000000
-0.014311,0.000336,0.313493,2668.000000
-0.012281,0.006046,0.313683,2718.000000
-0.009258,0.012191,0.314193,2749.000000
-0.007176,0.017932,0.315220,2784.000000
-0.004191,0.023586,0.316571,2815.000000
-0.002087,0.030123,0.318316,2845.000000
0.000804,0.039077,0.320589,2878.000000
