Domain id = 3
Class id = 8
User id = 5

<x>,<y>,<z>,<t>
-0.063114,0.071070,0.244570,34.000000
-0.062873,0.070166,0.244806,65.000000
-0.062583,0.069592,0.245001,96.000000
-0.061864,0.069286,0.245158,127.000000
-0.060569,0.068871,0.245285,161.000000
-0.058512,0.068528,0.245389,207.000000
-0.055385,0.066858,0.245482,240.000000
-0.050667,0.065190,0.245566,272.000000
-0.044461,0.063021,0.245645,304.000000
-0.037192,0.059947,0.245728,336.000000
-0.028930,0.056441,0.245827,368.000000
-0.021501,0.052605,0.245945,399.000000
-0.012419,0.046563,0.246136,432.000000
-0.005090,0.041286,0.246431,464.000000
0.002936,0.036472,0.246837,496.000000
0.010403,0.032304,0.247349,528.000000
0.017817,0.028323,0.247976,560.000000
0.023667,0.022312,0.248820,607.000000
0.029002,0.018463,0.249893,640.000000
0.033242,0.017521,0.250843,672.000000
0.036225,0.013633,0.252049,704.000000
0.038223,0.011598,0.253131,736.000000
0.039271,0.010604,0.253982,768.000000
0.039374,0.010579,0.254611,800.000000
0.038776,0.010472,0.255162,832.000000
0.035970,0.010930,0.255602,865.000000
0.033143,0.011631,0.255967,897.000000
0.028107,0.011150,0.256266,928.000000
0.023015,0.010941,0.256484,960.000000
0.017466,0.009661,0.256646,1008.000000
0.010657,0.006507,0.256767,1040.000000
0.004346,0.003575,0.256845,1072.000000
-0.003472,-0.001295,0.256868,1104.000000
-0.011439,-0.004626,0.256841,1136.000000
-0.019288,-0.008844,0.256651,1168.000000
-0.028096,-0.014584,0.256275,1200.000000
-0.036294,-0.019961,0.255702,1233.000000
-0.045128,-0.024723,0.254941,1264.000000
-0.053191,-0.028502,0.253953,1297.000000
-0.060543,-0.032852,0.253014,1328.000000
-0.066551,-0.035432,0.252047,1362.000000
-0.071459,-0.037647,0.251108,1408.000000
-0.073334,-0.039510,0.250275,1440.000000
-0.074051,-0.041019,0.249562,1472.000000
-0.074540,-0.041384,0.248868,1504.000000
-0.074718,-0.041415,0.248161,1536.000000
-0.074663,-0.041205,0.247439,1568.000000
-0.074571,-0.040759,0.246725,1600.000000
-0.074202,-0.040359,0.246022,1632.000000
-0.073503,-0.040168,0.245449,1664.000000
-0.072859,-0.039453,0.244912,1696.000000
-0.072590,-0.039068,0.244477,1728.000000
-0.072211,-0.038999,0.244138,1776.000000
